Id_solucion,Solute_Mol_Mass,Num_Cations,Num_Anions,Cation,Anion,Temperature_C,Solvent_Mol_Mass,Molal,Molal_Activity_Coefficient,Osmotic_Coefficient,Solvent_Activity,T_Comportamiento
75,366.09,1,1,UO2       ,SO4       ,25,18.01528,1.8,0.0372,0.6,0.961834385,6
75,366.09,1,1,UO2       ,SO4       ,25,18.01528,2,0.0367,0.628,0.955754689,6
75,366.09,1,1,UO2       ,SO4       ,25,18.01528,2.5,0.037,0.71,0.938048149,6
75,366.09,1,1,UO2       ,SO4       ,25,18.01528,3,0.0383,0.792,0.917953081,6
75,366.09,1,1,UO2       ,SO4       ,25,18.01528,3.5,0.0401,0.873,0.895752618,6
75,366.09,1,1,UO2       ,SO4       ,25,18.01528,4,0.0433,0.951,0.871917909,6
75,366.09,1,1,UO2       ,SO4       ,25,18.01528,4.5,0.0465,1.025,0.846884464,6
75,366.09,1,1,UO2       ,SO4       ,25,18.01528,5,0.05,1.092,0.821414849,6
75,366.09,1,1,UO2       ,SO4       ,25,18.01528,5.5,0.0536,1.15,0.79620945,6
75,366.09,1,1,UO2       ,SO4       ,25,18.01528,6,0.0571,1.198,0.771832285,6
76,245.264,1,3,La        ,Cl        ,25,18.01528,0.1,0.314,0.788,0.994338089,3
76,245.264,1,3,La        ,Cl        ,25,18.01528,0.2,0.274,0.8,0.988536216,3
76,245.264,1,3,La        ,Cl        ,25,18.01528,0.3,0.263,0.833,0.982153175,3
76,245.264,1,3,La        ,Cl        ,25,18.01528,0.4,0.261,0.871,0.975206535,3
76,245.264,1,3,La        ,Cl        ,25,18.01528,0.5,0.266,0.912,0.967674024,3
76,245.264,1,3,La        ,Cl        ,25,18.01528,0.6,0.274,0.955,0.95954986,3
76,245.264,1,3,La        ,Cl        ,25,18.01528,0.7,0.285,0.998,0.95090416,3
76,245.264,1,3,La        ,Cl        ,25,18.01528,0.8,0.302,1.052,0.941155409,3
76,245.264,1,3,La        ,Cl        ,25,18.01528,0.9,0.321,1.102,0.931024208,3
76,245.264,1,3,La        ,Cl        ,25,18.01528,1,0.342,1.154,0.920204823,3
76,245.264,1,3,La        ,Cl        ,25,18.01528,1.2,0.398,1.266,0.896304572,3
76,245.264,1,3,La        ,Cl        ,25,18.01528,1.4,0.47,1.384,0.869683436,3
76,245.264,1,3,La        ,Cl        ,25,18.01528,1.6,0.561,1.502,0.840988747,3
76,245.264,1,3,La        ,Cl        ,25,18.01528,1.8,0.677,1.623,0.810163662,3
76,245.264,1,3,La        ,Cl        ,25,18.01528,2,0.825,1.748,0.777302256,3
77,256.76,1,3,Sm,Cl,25,18.01528,0.1,0.314,0.789,0.994330135,3
77,256.76,1,3,Sm,Cl,25,18.01528,0.2,0.278,0.809,0.988408703,3
77,256.76,1,3,Sm,Cl,25,18.01528,0.3,0.267,0.841,0.981983277,3
77,256.76,1,3,Sm,Cl,25,18.01528,0.4,0.266,0.879,0.974981288,3
77,256.76,1,3,Sm,Cl,25,18.01528,0.5,0.271,0.921,0.967360549,3
77,256.76,1,3,Sm,Cl,25,18.01528,0.6,0.28,0.964,0.959176668,3
77,256.76,1,3,Sm,Cl,25,18.01528,0.7,0.296,1.019,0.949897685,3
77,256.76,1,3,Sm,Cl,25,18.01528,0.8,0.314,1.074,0.93996278,3
77,256.76,1,3,Sm,Cl,25,18.01528,0.9,0.336,1.128,0.929455824,3
77,256.76,1,3,Sm,Cl,25,18.01528,1,0.362,1.186,0.918086194,3
77,256.76,1,3,Sm,Cl,25,18.01528,1.2,0.424,1.302,0.893518714,3
77,256.76,1,3,Sm,Cl,25,18.01528,1.4,0.509,1.427,0.865918921,3
77,256.76,1,3,Sm,Cl,25,18.01528,1.6,0.616,1.554,0.835961266,3
77,256.76,1,3,Sm,Cl,25,18.01528,1.8,0.756,1.686,0.803569983,3
77,256.76,1,3,Sm,Cl,25,18.01528,2,0.94,1.824,0.768834921,3
78,238.011,1,3,Cr        ,NO3       ,25,18.01528,0.1,0.319,0.795,0.994287379,3
78,238.011,1,3,Cr        ,NO3       ,25,18.01528,0.2,0.285,0.818,0.988280218,3
78,238.011,1,3,Cr        ,NO3       ,25,18.01528,0.3,0.279,0.86,0.981579765,3
78,238.011,1,3,Cr        ,NO3       ,25,18.01528,0.4,0.281,0.906,0.974223048,3
78,238.011,1,3,Cr        ,NO3       ,25,18.01528,0.5,0.291,0.953,0.966245825,3
78,238.011,1,3,Cr        ,NO3       ,25,18.01528,0.6,0.304,1.003,0.957560859,3
78,238.011,1,3,Cr        ,NO3       ,25,18.01528,0.7,0.322,1.055,0.948174236,3
78,238.011,1,3,Cr        ,NO3       ,25,18.01528,0.8,0.344,1.111,0.937959976,3
78,238.011,1,3,Cr        ,NO3       ,25,18.01528,0.9,0.371,1.168,0.927047013,3
78,238.011,1,3,Cr        ,NO3       ,25,18.01528,1,0.401,1.227,0.915377253,3
78,238.011,1,3,Cr        ,NO3       ,25,18.01528,1.2,0.474,1.343,0.890355908,3
78,238.011,1,3,Cr        ,NO3       ,25,18.01528,1.4,0.565,1.456,0.863389808,3
79,329.24,3,1,K         ,Fe(CN)6   ,25,18.01528,0.1,0.268,0.727,0.9947747,2
79,329.24,3,1,K         ,Fe(CN)6   ,25,18.01528,0.2,0.212,0.695,0.990033993,2
79,329.24,3,1,K         ,Fe(CN)6   ,25,18.01528,0.3,0.184,0.682,0.985364161,2
79,329.24,3,1,K         ,Fe(CN)6   ,25,18.01528,0.4,0.167,0.678,0.980646726,2
79,329.24,3,1,K         ,Fe(CN)6   ,25,18.01528,0.5,0.155,0.676,0.975937238,2
79,329.24,3,1,K         ,Fe(CN)6   ,25,18.01528,0.6,0.146,0.676,0.971195007,2
79,329.24,3,1,K         ,Fe(CN)6   ,25,18.01528,0.7,0.14,0.679,0.966328926,2
79,329.24,3,1,K         ,Fe(CN)6   ,25,18.01528,0.8,0.135,0.685,0.961280528,2
79,329.24,3,1,K         ,Fe(CN)6   ,25,18.01528,0.9,0.131,0.694,0.955988878,2
79,329.24,3,1,K         ,Fe(CN)6   ,25,18.01528,1,0.128,0.705,0.950465894,2
79,329.24,3,1,K         ,Fe(CN)6   ,25,18.01528,1.2,0.124,0.727,0.939069301,2
79,329.24,3,1,K         ,Fe(CN)6   ,25,18.01528,1.4,0.122,0.75,0.927127669,2
80,480.066,1,4,Th        ,NO3       ,25,18.01528,0.1,0.279,0.675,0.993938446,4
80,480.066,1,4,Th        ,NO3       ,25,18.01528,0.2,0.225,0.685,0.987735826,4
80,480.066,1,4,Th        ,NO3       ,25,18.01528,0.3,0.203,0.705,0.981129323,4
80,480.066,1,4,Th        ,NO3       ,25,18.01528,0.4,0.192,0.734,0.973900633,4
80,480.066,1,4,Th        ,NO3       ,25,18.01528,0.5,0.189,0.77,0.965915425,4
80,480.066,1,4,Th        ,NO3       ,25,18.01528,0.6,0.188,0.807,0.957322456,4
80,480.066,1,4,Th        ,NO3       ,25,18.01528,0.7,0.191,0.846,0.948054774,4
80,480.066,1,4,Th        ,NO3       ,25,18.01528,0.8,0.195,0.885,0.938217013,4
80,480.066,1,4,Th        ,NO3       ,25,18.01528,0.9,0.201,0.925,0.927753692,4
80,480.066,1,4,Th        ,NO3       ,25,18.01528,1,0.207,0.965,0.916746766,4
80,480.066,1,4,Th        ,NO3       ,25,18.01528,1.2,0.224,1.044,0.893286429,4
80,480.066,1,4,Th        ,NO3       ,25,18.01528,1.4,0.246,1.12,0.868280899,4
80,480.066,1,4,Th        ,NO3       ,25,18.01528,1.6,0.269,1.192,0.842152639,4
80,480.066,1,4,Th        ,NO3       ,25,18.01528,1.8,0.296,1.259,0.815355553,4
80,480.066,1,4,Th        ,NO3       ,25,18.01528,2,0.326,1.325,0.787649567,4
80,480.066,1,4,Th        ,NO3       ,25,18.01528,2.5,0.405,1.455,0.720613029,4
80,480.066,1,4,Th        ,NO3       ,25,18.01528,3,0.486,1.546,0.658511035,4
80,480.066,1,4,Th        ,NO3       ,25,18.01528,3.5,0.568,1.616,0.600812724,4
80,480.066,1,4,Th        ,NO3       ,25,18.01528,4,0.647,1.659,0.550049503,4
80,480.066,1,4,Th        ,NO3       ,25,18.01528,4.5,0.722,1.688,0.504483573,4
80,480.066,1,4,Th        ,NO3       ,25,18.01528,5,0.791,1.706,0.463776743,4
81,172.2,1,1,H,C7H7SO3,25,18.01528,0.1,0.759,0.922,0.996683512,5
81,172.2,1,1,H,C7H7SO3,25,18.01528,0.2,0.703,0.899,0.993542937,5
81,172.2,1,1,H,C7H7SO3,25,18.01528,0.3,0.66,0.887,0.990457818,5
81,172.2,1,1,H,C7H7SO3,25,18.01528,0.4,0.63,0.877,0.987439549,5
81,172.2,1,1,H,C7H7SO3,25,18.01528,0.5,0.608,0.869,0.984466903,5
81,172.2,1,1,H,C7H7SO3,25,18.01528,0.6,0.589,0.861,0.981559152,5
81,172.2,1,1,H,C7H7SO3,25,18.01528,0.7,0.573,0.854,0.978691308,5
81,172.2,1,1,H,C7H7SO3,25,18.01528,0.8,0.559,0.849,0.975825012,5
81,172.2,1,1,H,C7H7SO3,25,18.01528,0.9,0.546,0.843,0.973034247,5
81,172.2,1,1,H,C7H7SO3,25,18.01528,1,0.535,0.838,0.970257285,5
81,172.2,1,1,H,C7H7SO3,25,18.01528,1.2,0.515,0.83,0.964750269,5
81,172.2,1,1,H,C7H7SO3,25,18.01528,1.4,0.498,0.824,0.95928698,5
81,172.2,1,1,H,C7H7SO3,25,18.01528,1.6,0.483,0.817,0.953992948,5
81,172.2,1,1,H,C7H7SO3,25,18.01528,1.8,0.469,0.812,0.948700619,5
81,172.2,1,1,H,C7H7SO3,25,18.01528,2,0.459,0.809,0.943369725,5
81,172.2,1,1,H,C7H7SO3,25,18.01528,2.5,0.439,0.806,0.929970885,5
81,172.2,1,1,H,C7H7SO3,25,18.01528,3,0.427,0.816,0.915574996,5
81,172.2,1,1,H,C7H7SO3,25,18.01528,3.5,0.425,0.837,0.899827681,5
81,172.2,1,1,H,C7H7SO3,25,18.01528,4,0.43,0.867,0.882537498,5
81,172.2,1,1,H,C7H7SO3,25,18.01528,4.5,0.437,0.899,0.864363397,5
81,172.2,1,1,H,C7H7SO3,25,18.01528,5,0.448,0.936,0.844827343,5
82,186.23,1,1,H,C8H9SO3,25,18.01528,0.1,0.758,0.914,0.996712416,6
82,186.23,1,1,H,C8H9SO3,25,18.01528,0.2,0.685,0.89,0.993607519,6
82,186.23,1,1,H,C8H9SO3,25,18.01528,0.3,0.635,0.87,0.990640079,6
82,186.23,1,1,H,C8H9SO3,25,18.01528,0.4,0.603,0.851,0.987809909,6
82,186.23,1,1,H,C8H9SO3,25,18.01528,0.5,0.57,0.831,0.985140508,6
82,186.23,1,1,H,C8H9SO3,25,18.01528,0.6,0.542,0.812,0.982599174,6
82,186.23,1,1,H,C8H9SO3,25,18.01528,0.7,0.516,0.793,0.980197693,6
82,186.23,1,1,H,C8H9SO3,25,18.01528,0.8,0.492,0.774,0.977937028,6
82,186.23,1,1,H,C8H9SO3,25,18.01528,0.9,0.469,0.755,0.975814278,6
82,186.23,1,1,H,C8H9SO3,25,18.01528,1,0.449,0.738,0.973759428,6
82,186.23,1,1,H,C8H9SO3,25,18.01528,1.2,0.415,0.708,0.969851803,6
82,186.23,1,1,H,C8H9SO3,25,18.01528,1.4,0.387,0.687,0.965939574,6
82,186.23,1,1,H,C8H9SO3,25,18.01528,1.6,0.366,0.673,0.961945002,6
82,186.23,1,1,H,C8H9SO3,25,18.01528,1.8,0.348,0.664,0.957850086,6
82,186.23,1,1,H,C8H9SO3,25,18.01528,2,0.335,0.659,0.953621917,6
82,186.23,1,1,H,C8H9SO3,25,18.01528,2.5,0.311,0.662,0.942112109,6
82,186.23,1,1,H,C8H9SO3,25,18.01528,3,0.299,0.68,0.929134288,6
82,186.23,1,1,H,C8H9SO3,25,18.01528,3.5,0.292,0.705,0.914932488,6
82,186.23,1,1,H,C8H9SO3,25,18.01528,4,0.289,0.734,0.899617146,6
82,186.23,1,1,H,C8H9SO3,25,18.01528,4.5,0.292,0.774,0.882061057,6
82,186.23,1,1,H,C8H9SO3,25,18.01528,5,0.296,0.809,0.864378956,6
83,368.07,1,3,Ga        ,ClO4      ,25,18.01528,0.1,0.443,0.867,0.993771478,1
83,368.07,1,3,Ga        ,ClO4      ,25,18.01528,0.2,0.422,0.903,0.987070316,1
83,368.07,1,3,Ga        ,ClO4      ,25,18.01528,0.3,0.439,0.971,0.979227778,1
83,368.07,1,3,Ga        ,ClO4      ,25,18.01528,0.4,0.477,1.051,0.970160264,1
83,368.07,1,3,Ga        ,ClO4      ,25,18.01528,0.5,0.532,1.139,0.959791697,1
83,368.07,1,3,Ga        ,ClO4      ,25,18.01528,0.6,0.604,1.233,0.948085112,1
83,368.07,1,3,Ga        ,ClO4      ,25,18.01528,0.7,0.697,1.332,0.935017531,1
83,368.07,1,3,Ga        ,ClO4      ,25,18.01528,0.8,0.814,1.436,0.920549965,1
83,368.07,1,3,Ga        ,ClO4      ,25,18.01528,0.9,0.961,1.545,0.904655564,1
83,368.07,1,3,Ga        ,ClO4      ,25,18.01528,1,1.15,1.661,0.887191876,1
83,368.07,1,3,Ga        ,ClO4      ,25,18.01528,1.2,1.704,1.912,0.847608012,1
83,368.07,1,3,Ga        ,ClO4      ,25,18.01528,1.4,2.63,2.185,0.802169778,1
83,368.07,1,3,Ga        ,ClO4      ,25,18.01528,1.6,4.21,2.479,0.751395601,1
83,368.07,1,3,Ga        ,ClO4      ,25,18.01528,1.8,6.85,2.774,0.69780471,1
83,368.07,1,3,Ga        ,ClO4      ,25,18.01528,2,11.2,3.068,0.642642305,1
84,373.849,1,4,Th        ,Cl        ,25,18.01528,0.1,0.292,0.736,0.99339193,3
84,373.849,1,4,Th        ,Cl        ,25,18.01528,0.2,0.257,0.776,0.986117266,3
84,373.849,1,4,Th        ,Cl        ,25,18.01528,0.3,0.253,0.84,0.977556684,3
84,373.849,1,4,Th        ,Cl        ,25,18.01528,0.4,0.261,0.906,0.967883065,3
84,373.849,1,4,Th        ,Cl        ,25,18.01528,0.5,0.275,0.974,0.957081241,3
84,373.849,1,4,Th        ,Cl        ,25,18.01528,0.6,0.297,1.048,0.944934184,3
84,373.849,1,4,Th        ,Cl        ,25,18.01528,0.7,0.327,1.129,0.931287725,3
84,373.849,1,4,Th        ,Cl        ,25,18.01528,0.8,0.364,1.214,0.916235364,3
84,373.849,1,4,Th        ,Cl        ,25,18.01528,0.9,0.409,1.302,0.899827681,3
84,373.849,1,4,Th        ,Cl        ,25,18.01528,1,0.463,1.39,0.882315127,3
84,373.849,1,4,Th        ,Cl        ,25,18.01528,1.2,0.583,1.536,0.84702167,3
84,373.849,1,4,Th        ,Cl        ,25,18.01528,1.4,0.729,1.665,0.810610185,3
84,373.849,1,4,Th        ,Cl        ,25,18.01528,1.6,0.966,1.847,0.766290453,3
85,142.394,1,2,Mg,C2H3O2,25,18.01528,0.1,0.459,0.797,0.995702262,7
85,142.394,1,2,Mg,C2H3O2,25,18.01528,0.2,0.397,0.793,0.991464635,7
85,142.394,1,2,Mg,C2H3O2,25,18.01528,0.3,0.366,0.795,0.98719272,7
85,142.394,1,2,Mg,C2H3O2,25,18.01528,0.4,0.347,0.8,0.9828537,7
85,142.394,1,2,Mg,C2H3O2,25,18.01528,0.5,0.335,0.807,0.978429054,7
85,142.394,1,2,Mg,C2H3O2,25,18.01528,0.6,0.326,0.816,0.973886025,7
85,142.394,1,2,Mg,C2H3O2,25,18.01528,0.7,0.32,0.826,0.969234204,7
85,142.394,1,2,Mg,C2H3O2,25,18.01528,0.8,0.316,0.838,0.964416523,7
85,142.394,1,2,Mg,C2H3O2,25,18.01528,0.9,0.314,0.85,0.959498046,7
85,142.394,1,2,Mg,C2H3O2,25,18.01528,1,0.313,0.861,0.95453306,7
85,142.394,1,2,Mg,C2H3O2,25,18.01528,1.2,0.314,0.886,0.944157768,7
85,142.394,1,2,Mg,C2H3O2,25,18.01528,1.4,0.316,0.91,0.933462956,7
85,142.394,1,2,Mg,C2H3O2,25,18.01528,1.6,0.321,0.935,0.922329264,7
85,142.394,1,2,Mg,C2H3O2,25,18.01528,1.8,0.327,0.961,0.910748946,7
85,142.394,1,2,Mg,C2H3O2,25,18.01528,2,0.336,0.987,0.898807854,7
85,142.394,1,2,Mg,C2H3O2,25,18.01528,2.5,0.358,1.049,0.867851207,7
85,142.394,1,2,Mg,C2H3O2,25,18.01528,3,0.386,1.109,0.835428092,7
85,142.394,1,2,Mg,C2H3O2,25,18.01528,3.5,0.414,1.159,0.803131353,7
85,142.394,1,2,Mg,C2H3O2,25,18.01528,4,0.445,1.207,0.77033253,7
86,255.415,1,2,Ba,C2H3O2,25,18.01528,0.1,0.462,0.8,0.995685335,8
86,255.415,1,2,Ba,C2H3O2,25,18.01528,0.2,0.406,0.807,0.991314935,8
86,255.415,1,2,Ba,C2H3O2,25,18.01528,0.3,0.38,0.817,0.986840355,8
86,255.415,1,2,Ba,C2H3O2,25,18.01528,0.4,0.366,0.828,0.982259253,8
86,255.415,1,2,Ba,C2H3O2,25,18.01528,0.5,0.356,0.841,0.97753029,8
86,255.415,1,2,Ba,C2H3O2,25,18.01528,0.6,0.349,0.849,0.972844524,8
86,255.415,1,2,Ba,C2H3O2,25,18.01528,0.7,0.344,0.857,0.968097959,8
86,255.415,1,2,Ba,C2H3O2,25,18.01528,0.8,0.34,0.864,0.963333128,8
86,255.415,1,2,Ba,C2H3O2,25,18.01528,0.9,0.337,0.869,0.958611879,8
86,255.415,1,2,Ba,C2H3O2,25,18.01528,1,0.334,0.873,0.953913769,8
86,255.415,1,2,Ba,C2H3O2,25,18.01528,1.2,0.329,0.881,0.944464669,8
86,255.415,1,2,Ba,C2H3O2,25,18.01528,1.4,0.323,0.884,0.935300884,8
86,255.415,1,2,Ba,C2H3O2,25,18.01528,1.6,0.319,0.885,0.92632605,8
86,255.415,1,2,Ba,C2H3O2,25,18.01528,1.8,0.314,0.884,0.917596066,8
86,255.415,1,2,Ba,C2H3O2,25,18.01528,2,0.309,0.878,0.909460238,8
86,255.415,1,2,Ba,C2H3O2,25,18.01528,2.5,0.294,0.856,0.890779818,8
86,255.415,1,2,Ba,C2H3O2,25,18.01528,3,0.278,0.832,0.873805035,8
86,255.415,1,2,Ba,C2H3O2,25,18.01528,3.5,0.263,0.804,0.85891527,8
87,180.22,1,1,Na,C9H17O2,25,18.01528,0.5,0.39,0.521,0.990657911,2
87,180.22,1,1,Na,C9H17O2,25,18.01528,0.6,0.335,0.458,0.990147854,2
87,180.22,1,1,Na,C9H17O2,25,18.01528,0.7,0.295,0.416,0.989562849,2
87,180.22,1,1,Na,C9H17O2,25,18.01528,0.8,0.264,0.385,0.988964345,2
87,180.22,1,1,Na,C9H17O2,25,18.01528,0.9,0.239,0.362,0.988329633,2
87,180.22,1,1,Na,C9H17O2,25,18.01528,1,0.219,0.343,0.987718046,2
87,180.22,1,1,Na,C9H17O2,25,18.01528,1.2,0.189,0.316,0.986429915,2
87,180.22,1,1,Na,C9H17O2,25,18.01528,1.4,0.168,0.304,0.984781982,2
87,180.22,1,1,Na,C9H17O2,25,18.01528,1.6,0.152,0.3,0.9828537,2
87,180.22,1,1,Na,C9H17O2,25,18.01528,1.8,0.14,0.298,0.980858569,2
87,180.22,1,1,Na,C9H17O2,25,18.01528,2,0.13,0.296,0.978895876,2
87,180.22,1,1,Na,C9H17O2,25,18.01528,2.5,0.126,0.289,0.974303911,2
88,133.341,1,3,Al,Cl,25,18.01528,0.1,0.337,0.819,0.994115383,1
88,133.341,1,3,Al,Cl,25,18.01528,0.2,0.305,0.841,0.987952163,1
88,133.341,1,3,Al,Cl,25,18.01528,0.3,0.302,0.889,0.980964507,1
88,133.341,1,3,Al,Cl,25,18.01528,0.4,0.313,0.947,0.973072196,1
88,133.341,1,3,Al,Cl,25,18.01528,0.5,0.331,1.008,0.964332622,1
88,133.341,1,3,Al,Cl,25,18.01528,0.6,0.356,1.074,0.954625655,1
88,133.341,1,3,Al,Cl,25,18.01528,0.7,0.388,1.145,0.943879282,1
88,133.341,1,3,Al,Cl,25,18.01528,0.8,0.429,1.22,0.932084317,1
88,133.341,1,3,Al,Cl,25,18.01528,0.9,0.479,1.299,0.919204185,1
88,133.341,1,3,Al,Cl,25,18.01528,1,0.539,1.382,0.905210288,1
88,133.341,1,3,Al,Cl,25,18.01528,1.2,0.701,1.56,0.873805035,1
88,133.341,1,3,Al,Cl,25,18.01528,1.4,0.936,1.749,0.838241528,1
88,133.341,1,3,Al,Cl,25,18.01528,1.6,1.284,1.951,0.79855934,1
88,133.341,1,3,Al,Cl,25,18.01528,1.8,1.819,2.175,0.754183931,1
89,460.47,4,1,K,Mo(CN)8,25,18.01528,0.1,0.145,0.603,0.994582727,2
89,460.47,4,1,K,Mo(CN)8,25,18.01528,0.2,0.104,0.56,0.989961723,2
89,460.47,4,1,K,Mo(CN)8,25,18.01528,0.3,0.0831,0.529,0.985806688,2
89,460.47,4,1,K,Mo(CN)8,25,18.01528,0.4,0.0713,0.508,0.981862501,2
89,460.47,4,1,K,Mo(CN)8,25,18.01528,0.5,0.0632,0.497,0.977864663,2
89,460.47,4,1,K,Mo(CN)8,25,18.01528,0.6,0.0567,0.489,0.973918163,2
89,460.47,4,1,K,Mo(CN)8,25,18.01528,0.7,0.0521,0.485,0.969881868,2
89,460.47,4,1,K,Mo(CN)8,25,18.01528,0.8,0.0488,0.483,0.965792762,2
89,460.47,4,1,K,Mo(CN)8,25,18.01528,0.9,0.0459,0.483,0.961600688,2
89,460.47,4,1,K,Mo(CN)8,25,18.01528,1,0.0436,0.485,0.957253531,2
89,460.47,4,1,K,Mo(CN)8,25,18.01528,1.2,0.04,0.494,0.94800358,2
89,460.47,4,1,K,Mo(CN)8,25,18.01528,1.4,0.0376,0.506,0.938183237,2
90,297.14,1,2,Ba,Br,25,18.01528,0.1,0.517,0.851,0.995411559,4
90,297.14,1,2,Ba,Br,25,18.01528,0.3,0.45,0.869,0.986008799,4
90,297.14,1,2,Ba,Br,25,18.01528,0.4,0.44,0.884,0.981070457,4
90,297.14,1,2,Ba,Br,25,18.01528,0.5,0.438,0.906,0.975814278,4
90,297.14,1,2,Ba,Br,25,18.01528,0.6,0.442,0.926,0.970418361,4
90,297.14,1,2,Ba,Br,25,18.01528,0.7,0.446,0.945,0.964880519,4
90,297.14,1,2,Ba,Br,25,18.01528,0.8,0.452,0.965,0.959135424,4
90,297.14,1,2,Ba,Br,25,18.01528,0.9,0.462,0.989,0.95303276,4
90,297.14,1,2,Ba,Br,25,18.01528,1,0.473,1.013,0.946723692,4
90,297.14,1,2,Ba,Br,25,18.01528,1.2,0.5,1.063,0.933381748,4
90,297.14,1,2,Ba,Br,25,18.01528,1.4,0.533,1.112,0.919303464,4
90,297.14,1,2,Ba,Br,25,18.01528,1.6,0.571,1.162,0.904401391,4
90,297.14,1,2,Ba,Br,25,18.01528,1.8,0.614,1.212,0.888779594,4
90,297.14,1,2,Ba,Br,25,18.01528,2,0.661,1.263,0.872388872,4
91,163.01,1,1,H,TcO4,25,18.01528,0.1,0.778,0.9321,0.996647632,3
91,163.01,1,1,H,TcO4,25,18.01528,0.2,0.732,0.9321,0.993305509,3
91,163.01,1,1,H,TcO4,25,18.01528,0.3,0.709,0.9212,0.990092407,3
91,163.01,1,1,H,TcO4,25,18.01528,0.4,0.694,0.9228,0.986788054,3
91,163.01,1,1,H,TcO4,25,18.01528,0.5,0.685,0.9268,0.983441622,3
91,163.01,1,1,H,TcO4,25,18.01528,0.6,0.68,0.9325,0.980042834,3
91,163.01,1,1,H,TcO4,25,18.01528,0.7,0.678,0.9396,0.976580593,3
91,163.01,1,1,H,TcO4,25,18.01528,0.8,0.679,0.9477,0.973052735,3
91,163.01,1,1,H,TcO4,25,18.01528,0.9,0.681,0.9566,0.969456184,3
91,163.01,1,1,H,TcO4,25,18.01528,1,0.685,0.9663,0.965783104,3
91,163.01,1,1,H,TcO4,25,18.01528,1.2,0.696,0.9874,0.958206472,3
91,163.01,1,1,H,TcO4,25,18.01528,1.4,0.712,1.01,0.950329037,3
91,163.01,1,1,H,TcO4,25,18.01528,1.6,0.731,1.033,0.942187481,3
91,163.01,1,1,H,TcO4,25,18.01528,1.8,0.752,1.057,0.933744904,3
91,163.01,1,1,H,TcO4,25,18.01528,2,0.776,1.081,0.925058778,3
91,163.01,1,1,H,TcO4,25,18.01528,2.5,0.842,1.138,0.902571832,3
91,163.01,1,1,H,TcO4,25,18.01528,3,0.918,1.195,0.878824553,3
91,163.01,1,1,H,TcO4,25,18.01528,3.5,1.009,1.254,0.853731959,3
91,163.01,1,1,H,TcO4,25,18.01528,4,1.126,1.326,0.826045023,3
91,163.01,1,1,H,TcO4,25,18.01528,4.5,1.296,1.423,0.793960156,3
91,163.01,1,1,H,TcO4,25,18.01528,5,1.57,1.564,0.754455486,3
91,163.01,1,1,H,TcO4,25,18.01528,5.5,2.057,1.771,0.70401473,3
92,251.21,1,1,H,ReO4,25,18.01528,0.1,0.779,0.9329,0.996644642,3
92,251.21,1,1,H,ReO4,25,18.01528,0.2,0.735,0.9329,0.993299549,3
92,251.21,1,1,H,ReO4,25,18.01528,0.3,0.709,0.9212,0.990092407,3
92,251.21,1,1,H,ReO4,25,18.01528,0.4,0.694,0.9214,0.986808777,3
92,251.21,1,1,H,ReO4,25,18.01528,0.5,0.683,0.9234,0.983502598,3
92,251.21,1,1,H,ReO4,25,18.01528,0.6,0.676,0.9267,0.980165347,3
92,251.21,1,1,H,ReO4,25,18.01528,0.7,0.672,0.931,0.976792534,3
92,251.21,1,1,H,ReO4,25,18.01528,0.8,0.669,0.9361,0.973377789,3
92,251.21,1,1,H,ReO4,25,18.01528,0.9,0.669,0.9421,0.969911935,3
92,251.21,1,1,H,ReO4,25,18.01528,1,0.669,0.9487,0.966395605,3
92,251.21,1,1,H,ReO4,25,18.01528,1.2,0.674,0.9636,0.959192974,3
92,251.21,1,1,H,ReO4,25,18.01528,1.4,0.682,0.9808,0.951729903,3
92,251.21,1,1,H,ReO4,25,18.01528,1.6,0.695,0.9998,0.943992555,3
92,251.21,1,1,H,ReO4,25,18.01528,1.8,0.71,1.02,0.935988583,3
92,251.21,1,1,H,ReO4,25,18.01528,2,0.728,1.043,0.927595059,3
92,251.21,1,1,H,ReO4,25,18.01528,2.5,0.787,1.104,0.905340648,3
92,251.21,1,1,H,ReO4,25,18.01528,3,0.863,1.172,0.881012909,3
92,251.21,1,1,H,ReO4,25,18.01528,3.5,0.958,1.245,0.854701495,3
92,251.21,1,1,H,ReO4,25,18.01528,4,1.074,1.321,0.826640816,3
92,251.21,1,1,H,ReO4,25,18.01528,4.5,1.212,1.4,0.796926361,3
92,251.21,1,1,H,ReO4,25,18.01528,5,1.375,1.479,0.766097372,3
92,251.21,1,1,H,ReO4,25,18.01528,5.5,1.565,1.559,0.734221885,3
92,251.21,1,1,H,ReO4,25,18.01528,6,1.784,1.639,0.701646895,3
92,251.21,1,1,H,ReO4,25,18.01528,7,2.327,1.794,0.636053881,3
92,251.21,1,1,H,ReO4,25,18.01528,8,3.034,1.943,0.571175364,3
93,132.06,2,1,NH4,HPO4,25,18.01528,0.001,0.8823,0.9588,0.999948001,6
93,132.06,2,1,NH4,HPO4,25,18.01528,0.002,0.8394,0.9428,0.999898005,6
93,132.06,2,1,NH4,HPO4,25,18.01528,0.003,0.8085,0.9309,0.999849011,6
93,132.06,2,1,NH4,HPO4,25,18.01528,0.004,0.7838,0.9211,0.99980102,6
93,132.06,2,1,NH4,HPO4,25,18.01528,0.005,0.7629,0.9126,0.999753031,6
93,132.06,2,1,NH4,HPO4,25,18.01528,0.006,0.7447,0.9051,0.999706043,6
