Id_solucion,Solute_Mol_Mass,Num_Cations,Num_Anions,Cation,Anion,Temperature_C,Solvent_Mol_Mass,Molal,Molal_Activity_Coefficient,Osmotic_Coefficient,Solvent_Activity,T_Comportamiento
156,68.9953,1,1,Na,NO2,25,18.01528,3,0.5579,0.9371,0.903668219,6
156,68.9953,1,1,Na,NO2,25,18.01528,4,0.5572,0.9518,0.871816773,6
156,68.9953,1,1,Na,NO2,25,18.01528,5,0.5577,0.9623,0.840834019,6
156,68.9953,1,1,Na,NO2,25,18.01528,6,0.5584,0.9698,0.810863946,6
156,68.9953,1,1,Na,NO2,25,18.01528,7,0.5591,0.9751,0.781973833,6
156,68.9953,1,1,Na,NO2,25,18.01528,8,0.5597,0.9793,0.754064026,6
156,68.9953,1,1,Na,NO2,25,18.01528,9,0.5605,0.9829,0.727071832,6
156,68.9953,1,1,Na,NO2,25,18.01528,10,0.5616,0.9865,0.700864294,6
156,68.9953,1,1,Na,NO2,25,18.01528,11,0.563,0.9902,0.675398765,6
156,68.9953,1,1,Na,NO2,25,18.01528,12,0.5648,0.994,0.650656777,6
156,68.9953,1,1,Na,NO2,25,18.01528,12.34,0.5654,0.9952,0.642439262,6
157,85.1038,1,1,K,NO2,25,18.01528,0.001,0.9644,0.9881,0.999964001,8
157,85.1038,1,1,K,NO2,25,18.01528,0.002,0.9506,0.9834,0.999929003,8
157,85.1038,1,1,K,NO2,25,18.01528,0.003,0.9403,0.9799,0.999894006,8
157,85.1038,1,1,K,NO2,25,18.01528,0.004,0.9318,0.9771,0.99985901,8
157,85.1038,1,1,K,NO2,25,18.01528,0.005,0.9245,0.9746,0.999824015,8
157,85.1038,1,1,K,NO2,25,18.01528,0.006,0.918,0.9724,0.999790022,8
157,85.1038,1,1,K,NO2,25,18.01528,0.007,0.9121,0.9704,0.99975503,8
157,85.1038,1,1,K,NO2,25,18.01528,0.008,0.9067,0.9685,0.999721039,8
157,85.1038,1,1,K,NO2,25,18.01528,0.009,0.9018,0.9668,0.999686049,8
157,85.1038,1,1,K,NO2,25,18.01528,0.01,0.8971,0.9653,0.999652061,8
157,85.1038,1,1,K,NO2,25,18.01528,0.02,0.8618,0.9531,0.999313236,8
157,85.1038,1,1,K,NO2,25,18.01528,0.03,0.8369,0.9446,0.998979521,8
157,85.1038,1,1,K,NO2,25,18.01528,0.04,0.8174,0.9379,0.998648914,8
157,85.1038,1,1,K,NO2,25,18.01528,0.05,0.8012,0.9323,0.99832141,8
157,85.1038,1,1,K,NO2,25,18.01528,0.06,0.7872,0.9275,0.997997009,8
157,85.1038,1,1,K,NO2,25,18.01528,0.07,0.775,0.9233,0.99767371,8
157,85.1038,1,1,K,NO2,25,18.01528,0.08,0.764,0.9195,0.997353508,8
157,85.1038,1,1,K,NO2,25,18.01528,0.09,0.7541,0.9161,0.997033409,8
157,85.1038,1,1,K,NO2,25,18.01528,0.1,0.745,0.913,0.996715406,8
157,85.1038,1,1,K,NO2,25,18.01528,0.2,0.6815,0.8916,0.993595596,8
157,85.1038,1,1,K,NO2,25,18.01528,0.3,0.6422,0.8787,0.990546964,8
157,85.1038,1,1,K,NO2,25,18.01528,0.4,0.6138,0.8697,0.987544223,8
157,85.1038,1,1,K,NO2,25,18.01528,0.5,0.5918,0.8629,0.9845752,8
157,85.1038,1,1,K,NO2,25,18.01528,0.6,0.5738,0.8576,0.981630809,8
157,85.1038,1,1,K,NO2,25,18.01528,0.7,0.5587,0.8532,0.978710882,8
157,85.1038,1,1,K,NO2,25,18.01528,0.8,0.5457,0.8496,0.975808423,8
157,85.1038,1,1,K,NO2,25,18.01528,0.9,0.5344,0.8465,0.972923328,8
157,85.1038,1,1,K,NO2,25,18.01528,1,0.5243,0.8438,0.970054523,8
157,85.1038,1,1,K,NO2,25,18.01528,2,0.4608,0.8284,0.942051816,8
157,85.1038,1,1,K,NO2,25,18.01528,3,0.4256,0.8202,0.915159419,8
157,85.1038,1,1,K,NO2,25,18.01528,4,0.4012,0.813,0.889433087,8
157,85.1038,1,1,K,NO2,25,18.01528,5,0.3823,0.8077,0.864582109,8
157,85.1038,1,1,K,NO2,25,18.01528,6,0.3666,0.8011,0.84098286,8
157,85.1038,1,1,K,NO2,25,18.01528,7,0.353,0.7947,0.818375501,8
157,85.1038,1,1,K,NO2,25,18.01528,8,0.3403,0.7876,0.796904047,8
157,85.1038,1,1,K,NO2,25,18.01528,9,0.3298,0.78,0.776518354,8
157,85.1038,1,1,K,NO2,25,18.01528,10,0.3195,0.772,0.757178692,8
157,85.1038,1,1,K,NO2,25,18.01528,11,0.31,0.7637,0.738834008,8
157,85.1038,1,1,K,NO2,25,18.01528,12,0.3,0.7551,0.721458804,8
157,85.1038,1,1,K,NO2,25,18.01528,13,0.2924,0.7463,0.704994696,8
157,85.1038,1,1,K,NO2,25,18.01528,14,0.2843,0.7372,0.689448001,8
157,85.1038,1,1,K,NO2,25,18.01528,15,0.2765,0.728,0.674722354,8
157,85.1038,1,1,K,NO2,25,18.01528,16,0.2691,0.7186,0.660825809,8
157,85.1038,1,1,K,NO2,25,18.01528,17,0.262,0.7092,0.64765379,8
157,85.1038,1,1,K,NO2,25,18.01528,18,0.2552,0.6998,0.635174827,8
157,85.1038,1,1,K,NO2,25,18.01528,19,0.2486,0.6904,0.623358179,8
157,85.1038,1,1,K,NO2,25,18.01528,20,0.2424,0.681,0.612175667,8
157,85.1038,1,1,K,NO2,25,18.01528,21,0.2364,0.671,0.601874095,8
157,85.1038,1,1,K,NO2,25,18.01528,22,0.2306,0.6624,0.591516323,8
157,85.1038,1,1,K,NO2,25,18.01528,23,0.223,0.6533,0.581937631,8
157,85.1038,1,1,K,NO2,25,18.01528,24,0.2147,0.6442,0.572890317,8
157,85.1038,1,1,K,NO2,25,18.01528,25,0.2149,0.6334,0.565217877,8
157,85.1038,1,1,K,NO2,25,18.01528,26,0.2097,0.6266,0.555995544,8
157,85.1038,1,1,K,NO2,25,18.01528,27,0.2049,0.618,0.548150168,8
157,85.1038,1,1,K,NO2,25,18.01528,28,0.2004,0.6096,0.540641977,8
157,85.1038,1,1,K,NO2,25,18.01528,29,0.196,0.6013,0.533503312,8
157,85.1038,1,1,K,NO2,25,18.01528,30,0.1918,0.5931,0.526716935,8
157,85.1038,1,1,K,NO2,25,18.01528,31,0.1877,0.585,0.520266551,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.001,0.9643,0.988,0.999964001,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.002,0.9504,0.9833,0.999929003,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.003,0.94,0.9798,0.999894006,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.004,0.9315,0.9769,0.99985901,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.005,0.9241,0.9744,0.999824015,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.006,0.9176,0.9721,0.999790022,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.007,0.9116,0.9701,0.99975503,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.008,0.9062,0.9682,0.999721039,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.009,0.9012,0.9665,0.999687049,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.01,0.8965,0.9649,0.999652061,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.02,0.8606,0.9525,0.999314235,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.03,0.8353,0.9437,0.99898052,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.04,0.8154,0.9367,0.998650911,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.05,0.7987,0.9309,0.998324405,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.06,0.7844,0.9259,0.998000003,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.07,0.7718,0.9214,0.997678698,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.08,0.7605,0.9175,0.997358495,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.09,0.7503,0.9139,0.997040388,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.1,0.741,0.9106,0.996724377,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.2,0.6753,0.8876,0.993624411,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.3,0.6344,0.8736,0.990601445,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.4,0.6048,0.8636,0.987631131,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.5,0.5818,0.8561,0.984695325,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.6,0.563,0.85,0.981791809,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.7,0.5472,0.8451,0.978910559,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.8,0.5337,0.841,0.976050453,8
158,131.473,1,1,Rb,NO2,25,18.01528,0.9,0.5218,0.8374,0.973210382,8
158,131.473,1,1,Rb,NO2,25,18.01528,1,0.5113,0.8344,0.970383427,8
158,131.473,1,1,Rb,NO2,25,18.01528,2,0.445,0.8167,0.9428463,8
158,131.473,1,1,Rb,NO2,25,18.01528,3,0.4088,0.8079,0.916377391,8
158,131.473,1,1,Rb,NO2,25,18.01528,4,0.384,0.8016,0.890895627,8
158,131.473,1,1,Rb,NO2,25,18.01528,5,0.3651,0.7959,0.866421299,8
158,131.473,1,1,Rb,NO2,25,18.01528,6,0.3496,0.7903,0.842948006,8
158,131.473,1,1,Rb,NO2,25,18.01528,7,0.3364,0.7845,0.820483072,8
158,131.473,1,1,Rb,NO2,25,18.01528,8,0.3247,0.7783,0.799042614,8
158,131.473,1,1,Rb,NO2,25,18.01528,9,0.3141,0.7718,0.778586642,8
158,131.473,1,1,Rb,NO2,25,18.01528,10,0.3045,0.7649,0.759118035,8
158,131.473,1,1,Rb,NO2,25,18.01528,11,0.2955,0.7577,0.740593046,8
158,131.473,1,1,Rb,NO2,25,18.01528,12,0.2871,0.7502,0.722988473,8
158,131.473,1,1,Rb,NO2,25,18.01528,13,0.2791,0.7424,0.706283898,8
158,131.473,1,1,Rb,NO2,25,18.01528,14,0.2716,0.7345,0.690387669,8
158,131.473,1,1,Rb,NO2,25,18.01528,15,0.2644,0.7264,0.675306241,8
158,131.473,1,1,Rb,NO2,25,18.01528,16,0.2576,0.7181,0.661016154,8
158,131.473,1,1,Rb,NO2,25,18.01528,17,0.2511,0.7098,0.647416145,8
158,131.473,1,1,Rb,NO2,25,18.01528,18,0.2448,0.7014,0.634515858,8
158,131.473,1,1,Rb,NO2,25,18.01528,19,0.2389,0.693,0.622249588,8
158,131.473,1,1,Rb,NO2,25,18.01528,20,0.2331,0.6847,0.61054578,8
158,131.473,1,1,Rb,NO2,25,18.01528,21,0.2276,0.6764,0.599420454,8
158,131.473,1,1,Rb,NO2,25,18.01528,22,0.2224,0.6682,0.588802774,8
158,131.473,1,1,Rb,NO2,25,18.01528,23,0.2173,0.6602,0.578619607,8
158,131.473,1,1,Rb,NO2,25,18.01528,24,0.2125,0.6523,0.568891243,8
158,131.473,1,1,Rb,NO2,25,18.01528,25,0.2078,0.6446,0.559544623,8
158,131.473,1,1,Rb,NO2,25,18.01528,26,0.2034,0.6371,0.550553028,8
158,131.473,1,1,Rb,NO2,25,18.01528,27,0.1991,0.6298,0.541893929,8
158,131.473,1,1,Rb,NO2,25,18.01528,28,0.1951,0.6227,0.53354386,8
158,131.473,1,1,Rb,NO2,25,18.01528,29,0.1912,0.6159,0.525426482,8
158,131.473,1,1,Rb,NO2,25,18.01528,30,0.1874,0.6094,0.517517985,8
158,131.473,1,1,Rb,NO2,25,18.01528,31,0.1839,0.6031,0.509853933,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.001,0.9646,0.9882,0.999964001,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.002,0.9509,0.9836,0.999929003,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.003,0.9408,0.9802,0.999894006,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.004,0.9325,0.9774,0.99985901,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.005,0.9254,0.975,0.999824015,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.006,0.919,0.9729,0.999790022,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.007,0.9133,0.971,0.99975503,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.008,0.9081,0.9693,0.999721039,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.009,0.9033,0.9676,0.999686049,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.01,0.8988,0.9661,0.999652061,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.02,0.8647,0.954,0.999313236,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.03,0.8411,0.9469,0.998976524,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.04,0.8226,0.9409,0.998644919,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.05,0.8073,0.9359,0.99831542,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.06,0.7942,0.9316,0.997988027,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.07,0.7828,0.9279,0.997662736,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.08,0.7726,0.9247,0.997338548,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.09,0.7634,0.9218,0.997015463,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.1,0.7551,0.9191,0.996693479,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.2,0.6973,0.9016,0.99352406,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.3,0.6621,0.8918,0.990406316,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.4,0.6371,0.8854,0.987320076,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.5,0.6179,0.8808,0.984257233,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.6,0.6024,0.8775,0.981208798,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.7,0.5895,0.8749,0.978175673,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.8,0.5785,0.8729,0.9751529,8
159,178.911,1,1,Cs,NO2,25,18.01528,0.9,0.5689,0.8712,0.972144328,8
159,178.911,1,1,Cs,NO2,25,18.01528,1,0.5605,0.87,0.969139223,8
159,178.911,1,1,Cs,NO2,25,18.01528,2,0.5084,0.8646,0.939597206,8
159,178.911,1,1,Cs,NO2,25,18.01528,3,0.4804,0.8632,0.910915629,8
159,178.911,1,1,Cs,NO2,25,18.01528,4,0.461,0.8616,0.88322438,8
159,178.911,1,1,Cs,NO2,25,18.01528,5,0.4457,0.8591,0.856613032,8
159,178.911,1,1,Cs,NO2,25,18.01528,6,0.4327,0.8555,0.831149996,8
159,178.911,1,1,Cs,NO2,25,18.01528,7,0.4211,0.8509,0.80685686,8
159,178.911,1,1,Cs,NO2,25,18.01528,8,0.4104,0.8454,0.783736823,8
159,178.911,1,1,Cs,NO2,25,18.01528,9,0.4003,0.8391,0.761778841,8
159,178.911,1,1,Cs,NO2,25,18.01528,10,0.3907,0.8321,0.74095899,8
159,178.911,1,1,Cs,NO2,25,18.01528,11,0.3815,0.8246,0.721214271,8
159,178.911,1,1,Cs,NO2,25,18.01528,12,0.3726,0.8166,0.702527312,8
159,178.911,1,1,Cs,NO2,25,18.01528,13,0.3641,0.8084,0.684783876,8
159,178.911,1,1,Cs,NO2,25,18.01528,14,0.3553,0.7999,0.667983371,8
159,178.911,1,1,Cs,NO2,25,18.01528,15,0.3478,0.7912,0.652065019,8
159,178.911,1,1,Cs,NO2,25,18.01528,16,0.3401,0.7826,0.636888932,8
159,178.911,1,1,Cs,NO2,25,18.01528,17,0.3326,0.7739,0.6224892,8
159,178.911,1,1,Cs,NO2,25,18.01528,18,0.3254,0.7652,0.608796635,8
159,178.911,1,1,Cs,NO2,25,18.01528,19,0.3185,0.7567,0.595697673,8
159,178.911,1,1,Cs,NO2,25,18.01528,20,0.3119,0.7482,0.583237383,8
159,178.911,1,1,Cs,NO2,25,18.01528,21,0.3055,0.7399,0.571301036,8
159,178.911,1,1,Cs,NO2,25,18.01528,22,0.2993,0.7318,0.559854696,8
159,178.911,1,1,Cs,NO2,25,18.01528,23,0.2933,0.7238,0.548913176,8
159,178.911,1,1,Cs,NO2,25,18.01528,24,0.2876,0.7159,0.538448728,8
159,178.911,1,1,Cs,NO2,25,18.01528,25,0.282,0.7081,0.528437363,8
159,178.911,1,1,Cs,NO2,25,18.01528,26,0.2766,0.7004,0.518854906,8
159,178.911,1,1,Cs,NO2,25,18.01528,27,0.2714,0.6927,0.509729034,8
159,178.911,1,1,Cs,NO2,25,18.01528,28,0.2663,0.685,0.501041674,8
159,178.911,1,1,Cs,NO2,25,18.01528,29,0.2612,0.6771,0.492878789,8
159,178.911,1,1,Cs,NO2,25,18.01528,30,0.2563,0.6691,0.485177246,8
159,178.911,1,1,Cs,NO2,25,18.01528,31,0.2514,0.6607,0.478084875,8
159,178.911,1,1,Cs,NO2,25,18.01528,32,0.2465,0.652,0.471544407,8
160,247.24,1,3,Pr,Cl,25,18.01528,0.1,0.3303,0.7842,0.994364937,1
160,247.24,1,3,Pr,Cl,25,18.01528,0.2,0.2894,0.7983,0.988560929,1
160,247.24,1,3,Pr,Cl,25,18.01528,0.3,0.2761,0.8279,0.982261218,1
160,247.24,1,3,Pr,Cl,25,18.01528,0.4,0.2745,0.8665,0.97533332,1
160,247.24,1,3,Pr,Cl,25,18.01528,0.5,0.2797,0.9105,0.96772628,1
160,247.24,1,3,Pr,Cl,25,18.01528,0.6,0.2897,0.9576,0.959442397,1
160,247.24,1,3,Pr,Cl,25,18.01528,0.7,0.3034,1.0066,0.950491557,1
160,247.24,1,3,Pr,Cl,25,18.01528,0.8,0.3205,1.0573,0.9408684,1
160,247.24,1,3,Pr,Cl,25,18.01528,0.9,0.341,1.1096,0.930565326,1
160,247.24,1,3,Pr,Cl,25,18.01528,1,0.3651,1.1636,0.919569181,1
160,247.24,1,3,Pr,Cl,25,18.01528,1.2,0.4254,1.2767,0.895474978,1
160,247.24,1,3,Pr,Cl,25,18.01528,1.4,0.5049,1.3966,0.868578771,1
160,247.24,1,3,Pr,Cl,25,18.01528,1.5,0.5534,1.4587,0.854129037,1
160,247.24,1,3,Pr,Cl,25,18.01528,1.6,0.6084,1.5219,0.839060891,1
160,247.24,1,3,Pr,Cl,25,18.01528,1.8,0.741,1.6502,0.807310441,1
160,247.24,1,3,Pr,Cl,25,18.01528,2,0.9085,1.7789,0.773848625,1
160,247.24,1,3,Pr,Cl,25,18.01528,2.2,1.1174,1.9056,0.739261917,1
160,247.24,1,3,Pr,Cl,25,18.01528,2.4,1.3742,2.0283,0.704133014,1
160,247.24,1,3,Pr,Cl,25,18.01528,2.5,1.5227,2.0878,0.686517886,1
160,247.24,1,3,Pr,Cl,25,18.01528,2.6,1.6859,2.1458,0.668957332,1
160,247.24,1,3,Pr,Cl,25,18.01528,2.8,2.0602,2.2573,0.634157457,1
160,247.24,1,3,Pr,Cl,25,18.01528,3,2.5053,2.3625,0.600055577,1
160,247.24,1,3,Pr,Cl,25,18.01528,3.2,3.0303,2.4616,0.566865056,1
160,247.24,1,3,Pr,Cl,25,18.01528,3.4,3.6456,2.5551,0.534716275,1
160,247.24,1,3,Pr,Cl,25,18.01528,3.5,3.991,2.5999,0.519062489,1
160,247.24,1,3,Pr,Cl,25,18.01528,3.6,4.3638,2.6435,0.503698704,1
160,247.24,1,3,Pr,Cl,25,18.01528,3.8,5.1993,2.7275,0.473844059,1
160,247.24,1,3,Pr,Cl,25,18.01528,3.894,5.6374,2.7657,0.460210171,1
161,250.598,1,3,Nd,Cl,25,18.01528,0.1,0.3288,0.7836,0.994368914,1
161,250.598,1,3,Nd,Cl,25,18.01528,0.2,0.2882,0.7983,0.988560929,1
161,250.598,1,3,Nd,Cl,25,18.01528,0.3,0.2748,0.8273,0.982273987,1
161,250.598,1,3,Nd,Cl,25,18.01528,0.4,0.2729,0.8651,0.975372334,1
161,250.598,1,3,Nd,Cl,25,18.01528,0.5,0.2778,0.9084,0.96779983,1
161,250.598,1,3,Nd,Cl,25,18.01528,0.6,0.2875,0.9553,0.959537386,1
161,250.598,1,3,Nd,Cl,25,18.01528,0.7,0.3011,1.0048,0.950578055,1
161,250.598,1,3,Nd,Cl,25,18.01528,0.8,0.3183,1.0563,0.940922031,1
161,250.598,1,3,Nd,Cl,25,18.01528,0.9,0.3391,1.1098,0.930553229,1
161,250.598,1,3,Nd,Cl,25,18.01528,1,0.3636,1.1651,0.919469873,1
161,250.598,1,3,Nd,Cl,25,18.01528,1.2,0.4251,1.2812,0.895126706,1
161,250.598,1,3,Nd,Cl,25,18.01528,1.4,0.5065,1.4039,0.867939732,1
161,250.598,1,3,Nd,Cl,25,18.01528,1.5,0.556,1.4672,0.853344452,1
161,250.598,1,3,Nd,Cl,25,18.01528,1.6,0.6124,1.5315,0.838132564,1
161,250.598,1,3,Nd,Cl,25,18.01528,1.8,0.7484,1.662,0.806075394,1
161,250.598,1,3,Nd,Cl,25,18.01528,2,0.921,1.793,0.772277761,1
161,250.598,1,3,Nd,Cl,25,18.01528,2.2,1.1374,1.9224,0.737295144,1
161,250.598,1,3,Nd,Cl,25,18.01528,2.4,1.4056,2.0484,0.701689697,1
161,250.598,1,3,Nd,Cl,25,18.01528,2.5,1.5618,2.1098,0.6838026,1
161,250.598,1,3,Nd,Cl,25,18.01528,2.6,1.7344,2.1699,0.665943798,1
161,250.598,1,3,Nd,Cl,25,18.01528,2.8,2.1337,2.2861,0.630483055,1
161,250.598,1,3,Nd,Cl,25,18.01528,3,2.6144,2.3967,0.595635128,1
161,250.598,1,3,Nd,Cl,25,18.01528,3.2,3.1885,2.5017,0.561647416,1
161,250.598,1,3,Nd,Cl,25,18.01528,3.4,3.8701,2.6014,0.528684729,1
161,250.598,1,3,Nd,Cl,25,18.01528,3.5,4.2561,2.6493,0.512635609,1
161,250.598,1,3,Nd,Cl,25,18.01528,3.6,4.6751,2.6961,0.496872413,1
161,250.598,1,3,Nd,Cl,25,18.01528,3.8,5.6217,2.7864,0.466262733,1
161,250.598,1,3,Nd,Cl,25,18.01528,3.93,6.323,2.8429,0.44703875,1
162,256.72,1,3,Sm,Cl,25,18.01528,1.5,0.5763,1.4845,0.851750189,1
162,256.72,1,3,Sm,Cl,25,18.01528,2.2,1.1951,1.9455,0.734600107,1
162,256.72,1,3,Sm,Cl,25,18.01528,2.4,1.4814,2.0726,0.698759262,1
162,256.72,1,3,Sm,Cl,25,18.01528,2.5,1.6483,2.1343,0.680790947,1
162,256.72,1,3,Sm,Cl,25,18.01528,2.6,1.8327,2.1947,0.662856336,1
162,256.72,1,3,Sm,Cl,25,18.01528,2.8,2.259,2.3109,0.627335998,1
162,256.72,1,3,Sm,Cl,25,18.01528,3,2.7712,2.4211,0.592501426,1
162,256.72,1,3,Sm,Cl,25,18.01528,3.2,3.3813,2.525,0.558637777,1
162,256.72,1,3,Sm,Cl,25,18.01528,3.4,4.1024,2.6229,0.525906941,1
162,256.72,1,3,Sm,Cl,25,18.01528,3.5,4.509,2.6697,0.510004362,1
162,256.72,1,3,Sm,Cl,25,18.01528,3.6,4.949,2.7151,0.494429355,1
162,256.72,1,3,Sm,Cl,25,18.01528,3.641,5.1395,2.7334,0.488129275,1
163,258.323,1,3,Eu,Cl,25,18.01528,0.1,0.3324,0.789,0.994330135,1
163,258.323,1,3,Eu,Cl,25,18.01528,0.2,0.294,0.8077,0.988426494,1
163,258.323,1,3,Eu,Cl,25,18.01528,0.3,0.2823,0.8395,0.982014701,1
163,258.323,1,3,Eu,Cl,25,18.01528,0.4,0.2821,0.8794,0.974970563,1
163,258.323,1,3,Eu,Cl,25,18.01528,0.5,0.2887,0.9247,0.967231898,1
163,258.323,1,3,Eu,Cl,25,18.01528,0.6,0.3002,0.9734,0.958786363,1
163,258.323,1,3,Eu,Cl,25,18.01528,0.7,0.316,1.0248,0.949619406,1
163,258.323,1,3,Eu,Cl,25,18.01528,0.8,0.3356,1.0783,0.939729698,1
163,258.323,1,3,Eu,Cl,25,18.01528,0.9,0.3592,1.1339,0.92909991,1
163,258.323,1,3,Eu,Cl,25,18.01528,1,0.387,1.1914,0.91772821,1
163,258.323,1,3,Eu,Cl,25,18.01528,1.2,0.4569,1.3119,0.892754189,1
163,258.323,1,3,Eu,Cl,25,18.01528,1.4,0.5495,1.4388,0.86488909,1
163,258.323,1,3,Eu,Cl,25,18.01528,1.5,0.606,1.5042,0.849937892,1
163,258.323,1,3,Eu,Cl,25,18.01528,1.6,0.6704,1.5705,0.834372778,1
163,258.323,1,3,Eu,Cl,25,18.01528,1.8,0.8263,1.7047,0.801622885,1
163,258.323,1,3,Eu,Cl,25,18.01528,2,1.0249,1.8389,0.767186003,1
163,258.323,1,3,Eu,Cl,25,18.01528,2.2,1.2749,1.971,0.731636846,1
163,258.323,1,3,Eu,Cl,25,18.01528,2.4,1.5859,2.0993,0.695539831,1
163,258.323,1,3,Eu,Cl,25,18.01528,2.5,1.7675,2.1616,0.677451036,1
163,258.323,1,3,Eu,Cl,25,18.01528,2.6,1.9683,2.2224,0.659425683,1
163,258.323,1,3,Eu,Cl,25,18.01528,2.8,2.4334,2.3396,0.623713594,1
163,258.323,1,3,Eu,Cl,25,18.01528,3,2.9934,2.4505,0.588748018,1
163,258.323,1,3,Eu,Cl,25,18.01528,3.2,3.6614,2.5549,0.554799218,1
163,258.323,1,3,Eu,Cl,25,18.01528,3.4,4.4517,2.6531,0.522030116,1
163,258.323,1,3,Eu,Cl,25,18.01528,3.5,4.8976,2.7,0.506121763,1
163,258.323,1,3,Eu,Cl,25,18.01528,3.587,5.3151,2.7396,0.492559014,1
164,263.609,1,3,Gd,Cl,25,18.01528,0.1,0.3324,0.7884,0.994335106,1
164,263.609,1,3,Gd,Cl,25,18.01528,0.2,0.2937,0.8067,0.988441321,1
164,263.609,1,3,Gd,Cl,25,18.01528,0.3,0.2821,0.8391,0.982023539,1
164,263.609,1,3,Gd,Cl,25,18.01528,0.4,0.2822,0.8802,0.974948139,1
164,263.609,1,3,Gd,Cl,25,18.01528,0.5,0.2893,0.927,0.967151622,1
164,263.609,1,3,Gd,Cl,25,18.01528,0.6,0.3016,0.9775,0.958616672,1
164,263.609,1,3,Gd,Cl,25,18.01528,0.7,0.3182,1.0307,0.949337411,1
164,263.609,1,3,Gd,Cl,25,18.01528,0.8,0.339,1.0861,0.939307854,1
164,263.609,1,3,Gd,Cl,25,18.01528,0.9,0.3639,1.1436,0.92851569,1
164,263.609,1,3,Gd,Cl,25,18.01528,1,0.3932,1.203,0.91696131,1
164,263.609,1,3,Gd,Cl,25,18.01528,1.2,0.4671,1.3272,0.891573856,1
164,263.609,1,3,Gd,Cl,25,18.01528,1.4,0.5653,1.4579,0.863224053,1
164,263.609,1,3,Gd,Cl,25,18.01528,1.5,0.6255,1.5251,0.84802005,1
164,263.609,1,3,Gd,Cl,25,18.01528,1.6,0.6941,1.5933,0.832182093,1
164,263.609,1,3,Gd,Cl,25,18.01528,1.8,0.861,1.7309,0.798903593,1
164,263.609,1,3,Gd,Cl,25,18.01528,2,1.0745,1.8683,0.763941548,1
164,263.609,1,3,Gd,Cl,25,18.01528,2.2,1.3446,2.0034,0.727888065,1
164,263.609,1,3,Gd,Cl,25,18.01528,2.4,1.6821,2.1344,0.691330692,1
164,263.609,1,3,Gd,Cl,25,18.01528,2.5,1.8799,2.1979,0.673034963,1
164,263.609,1,3,Gd,Cl,25,18.01528,2.6,2.0991,2.26,0.654796355,1
164,263.609,1,3,Gd,Cl,25,18.01528,2.8,2.6091,2.3797,0.618687488,1
164,263.609,1,3,Gd,Cl,25,18.01528,3,3.2267,2.4931,0.583350542,1
164,263.609,1,3,Gd,Cl,25,18.01528,3.2,3.9686,2.6002,0.54903395,1
