Columna1,Solute_ID,Formula,Solute_Mol_Mass,Num_Cations,Num_Anions,Cation,Anion,Num_Particles,Cation_Charge,Anion_Charge,Temperature_K,Solvent_Name,Solvent_Mol_Mass,Molal,Salt_Mole_Fraction,Ion_Mole_Fraction,Solvent_Mole_Fraction,Molar,Logarithmic_Concentration,Weight_Percent,Mass_Ratio,Ionic_Strength,Molal_Activity_Coefficient,MAC_Num_Sig_Figs,Osmotic_Coefficient,OC_Num_Sig_Figs,Rational_Activity_Coefficient,Rational_Coefficient,Solvent_Activity
28,910,NaH2PO4,119.977,1,1,Na,H2PO4,2,1,-1,298.15,Water,18.01528,6,0.097547596,0.177755,0.822245,,10.86393744,0.418557,0.719861,6,0.276,3,0.753,3,0.335667,0.831742282,0.84977302
0,911,KH2PO4,136.086,1,1,K,H2PO4,2,1,-1,298.15,Water,18.01528,0.001,1.80E-05,3.60E-05,0.999964,,0.00199834,0.000136,0.000136,0.001,0.964,3,0.988,3,0.964035,0.999982,0.999964001
1,911,KH2PO4,136.086,1,1,K,H2PO4,2,1,-1,298.15,Water,18.01528,0.002,3.60E-05,7.20E-05,0.999928,,0.003996751,0.000272,0.000272,0.002,0.951,3,0.983,3,0.951069,0.986075611,0.999929003
2,911,KH2PO4,136.086,1,1,K,H2PO4,2,1,-1,298.15,Water,18.01528,0.005,9.01E-05,0.00018,0.99982,,0.009992418,0.000679,0.00068,0.005,0.925,3,0.975,3,0.925167,0.977689775,0.999824015
3,911,KH2PO4,136.086,1,1,K,H2PO4,2,1,-1,298.15,Water,18.01528,0.01,0.00018012,0.00036,0.99964,,0.019986634,0.001359,0.00136,0.01,0.897,3,0.965,3,0.897323,0.966492656,0.999652061
4,911,KH2PO4,136.086,1,1,K,H2PO4,2,1,-1,298.15,Water,18.01528,0.02,0.000360176,0.00072,0.99928,,0.039980468,0.002714,0.002721,0.02,0.862,3,0.953,3,0.862621,0.953823125,0.999313236
5,911,KH2PO4,136.086,1,1,K,H2PO4,2,1,-1,298.15,Water,18.01528,0.05,0.000899953,0.001798,0.998202,,0.099893998,0.006758,0.006804,0.05,0.798,3,0.93,3,0.799438,0.930752905,0.998326402
6,911,KH2PO4,136.086,1,1,K,H2PO4,2,1,-1,298.15,Water,18.01528,0.1,0.001798288,0.00359,0.99641,,0.199633839,0.013425,0.013608,0.1,0.737,3,0.906,3,0.739655,0.907559222,0.996741321
7,911,KH2PO4,136.086,1,1,K,H2PO4,2,1,-1,298.15,Water,18.01528,0.2,0.003590121,0.007154,0.992846,,0.398534609,0.026496,0.027217,0.2,0.661,3,0.873,3,0.665763,0.876218922,0.993728747
8,911,KH2PO4,136.086,1,1,K,H2PO4,2,1,-1,298.15,Water,18.01528,0.3,0.005375531,0.010693,0.989307,,0.596747926,0.039224,0.040825,0.3,0.609,3,0.848,3,0.615583,0.852605085,0.99087588
9,911,KH2PO4,136.086,1,1,K,H2PO4,2,1,-1,298.15,Water,18.01528,0.4,0.007154555,0.014207,0.985793,,0.794263845,0.051624,0.054434,0.4,0.569,3,0.826,3,0.577201,0.831930617,0.988166572
10,911,KH2PO4,136.086,1,1,K,H2PO4,2,1,-1,298.15,Water,18.01528,0.5,0.008927227,0.017696,0.982304,,0.991072369,0.063708,0.068043,0.5,0.536,3,0.807,3,0.545656,0.814250961,0.985567166
11,911,KH2PO4,136.086,1,1,K,H2PO4,2,1,-1,298.15,Water,18.01528,0.6,0.010693579,0.02116,0.97884,,1.187163446,0.075487,0.081651,0.6,0.508,3,0.79,3,0.518982,0.79851941,0.983067002
12,911,KH2PO4,136.086,1,1,K,H2PO4,2,1,-1,298.15,Water,18.01528,0.7,0.012453647,0.0246,0.9754,,1.382583879,0.086974,0.09526,0.7,0.483,3,0.774,3,0.495182,0.783735567,0.980668301
13,911,KH2PO4,136.086,1,1,K,H2PO4,2,1,-1,298.15,Water,18.01528,0.8,0.014207463,0.028016,0.971984,,1.577324114,0.09818,0.108868,0.8,0.461,3,0.759,3,0.474288,0.769920102,0.978359588
14,911,KH2PO4,136.086,1,1,K,H2PO4,2,1,-1,298.15,Water,18.01528,0.9,0.015955061,0.031408,0.968592,,1.771374544,0.109113,0.122477,0.9,0.442,3,0.745,3,0.456333,0.757023848,0.976131469
15,911,KH2PO4,136.086,1,1,K,H2PO4,2,1,-1,298.15,Water,18.01528,1,0.017696473,0.034777,0.965223,,1.964783021,0.119784,0.136085,1,0.424,3,0.732,3,0.439277,0.745109995,0.973970756
16,911,KH2PO4,136.086,1,1,K,H2PO4,2,1,-1,298.15,Water,18.01528,1.2,0.021160873,0.041444,0.958556,,2.349521827,0.140378,0.163303,1.2,0.393,3,0.707,3,0.409992,0.722181775,0.969894477
17,911,KH2PO4,136.086,1,1,K,H2PO4,2,1,-1,298.15,Water,18.01528,1.4,0.024600922,0.04802,0.95198,,2.731639631,0.160031,0.19052,1.4,0.366,3,0.683,3,0.384462,0.700083782,0.966134713
18,911,KH2PO4,136.086,1,1,K,H2PO4,2,1,-1,298.15,Water,18.01528,1.6,0.028016877,0.054506,0.945494,,3.111122156,0.178805,0.217737,1.6,0.342,3,0.66,3,0.361716,0.678849891,0.962666732
19,911,KH2PO4,136.086,1,1,K,H2PO4,2,1,-1,298.15,Water,18.01528,1.8,0.031408989,0.060905,0.939095,,3.488074203,0.196758,0.244954,1.8,0.321,3,0.638,3,0.341818,0.658464351,0.959467343
0,912,NaH2AsO4,163.9248,1,1,Na,H2AsO4,2,1,-1,298.15,Water,18.01528,0.001,1.80E-05,3.60E-05,0.999964,,0.00199834,0.000163,0.000163,0.001,0.965,3,0.988,3,0.965035,0.999982,0.999964001
1,912,NaH2AsO4,163.9248,1,1,Na,H2AsO4,2,1,-1,298.15,Water,18.01528,0.002,3.60E-05,7.20E-05,0.999928,,0.003996751,0.000327,0.000327,0.002,0.952,3,0.984,3,0.952069,0.986075611,0.999929003
2,912,NaH2AsO4,163.9248,1,1,Na,H2AsO4,2,1,-1,298.15,Water,18.01528,0.005,9.01E-05,0.00018,0.99982,,0.009992418,0.000818,0.000819,0.005,0.927,3,0.976,3,0.927167,0.977689775,0.999824015
3,912,NaH2AsO4,163.9248,1,1,Na,H2AsO4,2,1,-1,298.15,Water,18.01528,0.01,0.00018012,0.00036,0.99964,,0.019986634,0.001636,0.001639,0.01,0.902,3,0.968,3,0.902325,0.969269934,0.999651061
4,912,NaH2AsO4,163.9248,1,1,Na,H2AsO4,2,1,-1,298.15,Water,18.01528,0.02,0.000360176,0.00072,0.99928,,0.039980468,0.003267,0.003278,0.02,0.87,3,0.957,3,0.870627,0.957988292,0.999310238
5,912,NaH2AsO4,163.9248,1,1,Na,H2AsO4,2,1,-1,298.15,Water,18.01528,0.05,0.000899953,0.001798,0.998202,,0.099893998,0.008129,0.008196,0.05,0.816,3,0.94,3,0.81747,0.940755026,0.998308432
6,912,NaH2AsO4,163.9248,1,1,Na,H2AsO4,2,1,-1,298.15,Water,18.01528,0.1,0.001798288,0.00359,0.99641,,0.199633839,0.016128,0.016392,0.1,0.766,3,0.924,3,0.76876,0.925632552,0.996676535
7,912,NaH2AsO4,163.9248,1,1,Na,H2AsO4,2,1,-1,298.15,Water,18.01528,0.2,0.003590121,0.007154,0.992846,,0.398534609,0.031744,0.032784,0.2,0.707,3,0.904,3,0.712095,0.907278661,0.99350717
8,912,NaH2AsO4,163.9248,1,1,Na,H2AsO4,2,1,-1,298.15,Water,18.01528,0.3,0.005375531,0.010693,0.989307,,0.596747926,0.046872,0.049177,0.3,0.668,3,0.889,3,0.675221,0.89381216,0.990437019
9,912,NaH2AsO4,163.9248,1,1,Na,H2AsO4,2,1,-1,298.15,Water,18.01528,0.4,0.007154555,0.014207,0.985793,,0.794263845,0.061535,0.065569,0.4,0.638,3,0.876,3,0.647195,0.882318888,0.987454361
10,912,NaH2AsO4,163.9248,1,1,Na,H2AsO4,2,1,-1,298.15,Water,18.01528,0.5,0.008927227,0.017696,0.982304,,0.991072369,0.075753,0.081962,0.5,0.613,3,0.864,3,0.624043,0.871771647,0.984555509
11,912,NaH2AsO4,163.9248,1,1,Na,H2AsO4,2,1,-1,298.15,Water,18.01528,0.6,0.010693579,0.02116,0.97884,,1.187163446,0.089547,0.098354,0.6,0.59,3,0.853,3,0.602755,0.862202712,0.981728977
12,912,NaH2AsO4,163.9248,1,1,Na,H2AsO4,2,1,-1,298.15,Water,18.01528,0.7,0.012453647,0.0246,0.9754,,1.382583879,0.102935,0.114747,0.7,0.57,3,0.842,3,0.584376,0.852589955,0.978987896
13,912,NaH2AsO4,163.9248,1,1,Na,H2AsO4,2,1,-1,298.15,Water,18.01528,0.8,0.014207463,0.028016,0.971984,,1.577324114,0.115936,0.131139,0.8,0.552,3,0.831,3,0.567911,0.842942508,0.976331596
14,912,NaH2AsO4,163.9248,1,1,Na,H2AsO4,2,1,-1,298.15,Water,18.01528,0.9,0.015955061,0.031408,0.968592,,1.771374544,0.128564,0.147532,0.9,0.535,3,0.82,3,0.552349,0.833265219,0.973759428
15,912,NaH2AsO4,163.9248,1,1,Na,H2AsO4,2,1,-1,298.15,Water,18.01528,1,0.017696473,0.034777,0.965223,,1.964783021,0.140837,0.163924,1,0.519,3,0.81,3,0.5377,0.824525487,0.971236769
16,912,NaH2AsO4,163.9248,1,1,Na,H2AsO4,2,1,-1,298.15,Water,18.01528,1.2,0.021160873,0.041444,0.958556,,2.349521827,0.164375,0.196709,1.2,0.49,3,0.788,3,0.511186,0.804917988,0.966503847
0,913,KH2AsO4,180.033,1,1,K,H2AsO4,2,1,-1,298.15,Water,18.01528,0.001,1.80E-05,3.60E-05,0.999964,,0.00199834,0.000179,0.00018,0.001,0.965,3,0.988,3,0.965035,0.999982,0.999964001
1,913,KH2AsO4,180.033,1,1,K,H2AsO4,2,1,-1,298.15,Water,18.01528,0.002,3.60E-05,7.20E-05,0.999928,,0.003996751,0.000359,0.00036,0.002,0.951,3,0.984,3,0.951069,0.986075611,0.999929003
2,913,KH2AsO4,180.033,1,1,K,H2AsO4,2,1,-1,298.15,Water,18.01528,0.005,9.01E-05,0.00018,0.99982,,0.009992418,0.000899,0.0009,0.005,0.926,3,0.975,3,0.926167,0.977689775,0.999824015
3,913,KH2AsO4,180.033,1,1,K,H2AsO4,2,1,-1,298.15,Water,18.01528,0.01,0.00018012,0.00036,0.99964,,0.019986634,0.001797,0.0018,0.01,0.899,3,0.966,3,0.899324,0.966492656,0.999652061
4,913,KH2AsO4,180.033,1,1,K,H2AsO4,2,1,-1,298.15,Water,18.01528,0.02,0.000360176,0.00072,0.99928,,0.039980468,0.003587,0.0036,0.02,0.865,3,0.955,3,0.865623,0.955211514,0.999312237
5,913,KH2AsO4,180.033,1,1,K,H2AsO4,2,1,-1,298.15,Water,18.01528,0.05,0.000899953,0.001798,0.998202,,0.099893998,0.008921,0.009001,0.05,0.807,3,0.935,3,0.808454,0.935753965,0.998317417
6,913,KH2AsO4,180.033,1,1,K,H2AsO4,2,1,-1,298.15,Water,18.01528,0.1,0.001798288,0.00359,0.99641,,0.199633839,0.017684,0.018003,0.1,0.752,3,0.915,3,0.754709,0.916734913,0.996708429
7,913,KH2AsO4,180.033,1,1,K,H2AsO4,2,1,-1,298.15,Water,18.01528,0.2,0.003590121,0.007154,0.992846,,0.398534609,0.034755,0.036006,0.2,0.684,3,0.889,3,0.688929,0.892236276,0.993614475
8,913,KH2AsO4,180.033,1,1,K,H2AsO4,2,1,-1,298.15,Water,18.01528,0.3,0.005375531,0.010693,0.989307,,0.596747926,0.051242,0.054009,0.3,0.637,3,0.867,3,0.643885,0.87176684,0.99067178
9,913,KH2AsO4,180.033,1,1,K,H2AsO4,2,1,-1,298.15,Water,18.01528,0.4,0.007154555,0.014207,0.985793,,0.794263845,0.067175,0.072013,0.4,0.601,3,0.849,3,0.609662,0.855132983,0.987838555
10,913,KH2AsO4,180.033,1,1,K,H2AsO4,2,1,-1,298.15,Water,18.01528,0.5,0.008927227,0.017696,0.982304,,0.991072369,0.082582,0.090016,0.5,0.571,3,0.833,3,0.581287,0.840518928,0.985105044
11,913,KH2AsO4,180.033,1,1,K,H2AsO4,2,1,-1,298.15,Water,18.01528,0.6,0.010693579,0.02116,0.97884,,1.187163446,0.097489,0.108019,0.6,0.545,3,0.819,3,0.556782,0.827836172,0.982450813
12,913,KH2AsO4,180.033,1,1,K,H2AsO4,2,1,-1,298.15,Water,18.01528,0.7,0.012453647,0.0246,0.9754,,1.382583879,0.111918,0.126023,0.7,0.523,3,0.807,3,0.536191,0.817179127,0.979851744
13,913,KH2AsO4,180.033,1,1,K,H2AsO4,2,1,-1,298.15,Water,18.01528,0.8,0.014207463,0.028016,0.971984,,1.577324114,0.125894,0.144026,0.8,0.504,3,0.796,3,0.518528,0.807434263,0.977317212
14,913,KH2AsO4,180.033,1,1,K,H2AsO4,2,1,-1,298.15,Water,18.01528,0.9,0.015955061,0.031408,0.968592,,1.771374544,0.139436,0.162029,0.9,0.487,3,0.787,3,0.502792,0.799703974,0.974802883
15,913,KH2AsO4,180.033,1,1,K,H2AsO4,2,1,-1,298.15,Water,18.01528,1,0.017696473,0.034777,0.965223,,1.964783021,0.152566,0.180032,1,0.472,3,0.772,3,0.489006,0.785848928,0.972567303
16,913,KH2AsO4,180.033,1,1,K,H2AsO4,2,1,-1,298.15,Water,18.01528,1.2,0.021160873,0.041444,0.958556,,2.349521827,0.177658,0.216039,1.2,0.442,3,0.754,3,0.461111,0.770188624,0.967925652
0,914,NaBO2,65.7996,1,1,Na,BO2,2,1,-1,298.15,Water,18.01528,0.1,0.001798288,0.00359,0.99641,,0.199633839,0.006536,0.006579,0.1,0.743,3,0.911,3,0.745677,0.912564145,0.99672338
1,914,NaBO2,65.7996,1,1,Na,BO2,2,1,-1,298.15,Water,18.01528,0.2,0.003590121,0.007154,0.992846,,0.398534609,0.012988,0.013159,0.2,0.675,3,0.885,3,0.679864,0.888197117,0.99364329
2,914,NaBO2,65.7996,1,1,Na,BO2,2,1,-1,298.15,Water,18.01528,0.3,0.005375531,0.010693,0.989307,,0.596747926,0.019357,0.019739,0.3,0.63,3,0.867,3,0.63681,0.87176684,0.99067178
3,914,NaBO2,65.7996,1,1,Na,BO2,2,1,-1,298.15,Water,18.01528,0.4,0.007154555,0.014207,0.985793,,0.794263845,0.025644,0.026319,0.4,0.597,3,0.853,3,0.605604,0.859186408,0.987781262
4,914,NaBO2,65.7996,1,1,Na,BO2,2,1,-1,298.15,Water,18.01528,0.5,0.008927227,0.017696,0.982304,,0.991072369,0.031851,0.032899,0.5,0.57,3,0.841,3,0.580269,0.848584145,0.984963199
5,914,NaBO2,65.7996,1,1,Na,BO2,2,1,-1,298.15,Water,18.01528,0.6,0.010693579,0.02116,0.97884,,1.187163446,0.03798,0.039479,0.6,0.548,3,0.831,3,0.559847,0.839993043,0.982195409
6,914,NaBO2,65.7996,1,1,Na,BO2,2,1,-1,298.15,Water,18.01528,0.7,0.012453647,0.0246,0.9754,,1.382583879,0.044031,0.046059,0.7,0.528,3,0.822,3,0.541317,0.832355196,0.97948143
7,914,NaBO2,65.7996,1,1,Na,BO2,2,1,-1,298.15,Water,18.01528,0.8,0.014207463,0.028016,0.971984,,1.577324114,0.050007,0.052639,0.8,0.511,3,0.813,3,0.525729,0.824678109,0.976838444
8,914,NaBO2,65.7996,1,1,Na,BO2,2,1,-1,298.15,Water,18.01528,0.9,0.015955061,0.031408,0.968592,,1.771374544,0.055908,0.059219,0.9,0.496,3,0.806,3,0.512084,0.81903851,0.974201615
9,914,NaBO2,65.7996,1,1,Na,BO2,2,1,-1,298.15,Water,18.01528,1,0.017696473,0.034777,0.965223,,1.964783021,0.061737,0.065799,1,0.483,3,0.8,3,0.500403,0.814326628,0.971587449
10,914,NaBO2,65.7996,1,1,Na,BO2,2,1,-1,298.15,Water,18.01528,1.2,0.021160873,0.041444,0.958556,,2.349521827,0.073181,0.078959,1.2,0.46,3,0.788,3,0.479889,0.804917988,0.966503847
11,914,NaBO2,65.7996,1,1,Na,BO2,2,1,-1,298.15,Water,18.01528,1.4,0.024600922,0.04802,0.95198,,2.731639631,0.084349,0.092119,1.4,0.441,3,0.779,3,0.463245,0.798496233,0.961467035
12,914,NaBO2,65.7996,1,1,Na,BO2,2,1,-1,298.15,Water,18.01528,1.6,0.028016877,0.054506,0.945494,,3.111122156,0.095251,0.105279,1.6,0.425,3,0.772,3,0.449501,0.794055257,0.956470818
13,914,NaBO2,65.7996,1,1,Na,BO2,2,1,-1,298.15,Water,18.01528,1.8,0.031408989,0.060905,0.939095,,3.488074203,0.105896,0.118439,1.8,0.412,3,0.767,3,0.43872,0.791614924,0.95147297
14,914,NaBO2,65.7996,1,1,Na,BO2,2,1,-1,298.15,Water,18.01528,2,0.034777507,0.067217,0.932783,,3.862426132,0.116294,0.131599,2,0.4,3,0.764,3,0.428824,0.791216916,0.946433093
15,914,NaBO2,65.7996,1,1,Na,BO2,2,1,-1,298.15,Water,18.01528,2.5,0.043097181,0.082633,0.917367,,4.787473117,0.141261,0.164498,2.5,0.379,3,0.763,3,0.413139,0.796867916,0.933580579
16,914,NaBO2,65.7996,1,1,Na,BO2,2,1,-1,298.15,Water,18.01528,3,0.051274658,0.097547,0.902453,,5.69731182,0.164856,0.197398,3,0.366,3,0.771,3,0.405562,0.811964943,0.920039201
17,914,NaBO2,65.7996,1,1,Na,BO2,2,1,-1,298.15,Water,18.01528,3.5,0.059313554,0.111984,0.888016,,6.592488051,0.187189,0.230298,3.5,0.36,3,0.788,3,0.405399,0.836707502,0.905405834
18,914,NaBO2,65.7996,1,1,Na,BO2,2,1,-1,298.15,Water,18.01528,4,0.067217362,0.125967,0.874033,,7.473497309,0.208358,0.263198,4,0.359,3,0.813,3,0.41074,0.870272454,0.889433087
19,914,NaBO2,65.7996,1,1,Na,BO2,2,1,-1,298.15,Water,18.01528,4.5,0.074989458,0.139516,0.860484,,8.340711737,0.228453,0.296098,4.5,0.365,3,0.848,3,0.42418,0.915032374,0.871540451
0,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,0.1,0.001798288,0.00359,0.99641,,0.199633839,0.01086,0.010979,0.1,0.753,3,0.917,3,0.755713,0.918681272,0.996701452
1,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,0.2,0.003590121,0.007154,0.992846,,0.398534609,0.021487,0.021958,0.2,0.691,3,0.896,3,0.695979,0.899339624,0.993563802
2,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,0.3,0.005375531,0.010693,0.989307,,0.596747926,0.031887,0.032938,0.3,0.651,3,0.881,3,0.658037,0.885812593,0.9905222
3,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,0.4,0.007154555,0.014207,0.985793,,0.794263845,0.04207,0.043917,0.4,0.621,3,0.87,3,0.62995,0.876308636,0.987539286
4,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,0.5,0.008927227,0.017696,0.982304,,0.991072369,0.05204,0.054897,0.5,0.597,3,0.86,3,0.607755,0.867739038,0.984626399
5,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,0.6,0.010693579,0.02116,0.97884,,1.187163446,0.061805,0.065876,0.6,0.576,3,0.852,3,0.588452,0.861220811,0.981749593
6,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,0.7,0.012453647,0.0246,0.9754,,1.382583879,0.07137,0.076856,0.7,0.559,3,0.844,3,0.573099,0.85463752,0.978937969
7,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,0.8,0.014207463,0.028016,0.971984,,1.577324114,0.080743,0.087835,0.8,0.543,3,0.836,3,0.558652,0.848010087,0.976191015
8,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,0.9,0.015955061,0.031408,0.968592,,1.771374544,0.089928,0.098814,0.9,0.529,3,0.83,3,0.546154,0.8434182,0.973443981
9,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,1,0.017696473,0.034777,0.965223,,1.964783021,0.098932,0.109794,1,0.516,3,0.823,3,0.534592,0.837747277,0.970782337
10,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,1.2,0.021160873,0.041444,0.958556,,2.349521827,0.116415,0.131753,1.2,0.493,3,0.812,3,0.514316,0.829441172,0.965501137
11,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,1.4,0.024600922,0.04802,0.95198,,2.731639631,0.133232,0.153712,1.4,0.474,3,0.801,3,0.49791,0.82105205,0.960400398
12,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,1.6,0.028016877,0.054506,0.945494,,3.111122156,0.149421,0.175671,1.6,0.457,3,0.791,3,0.483346,0.813592174,0.955424055
13,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,1.8,0.031408989,0.060905,0.939095,,3.488074203,0.165017,0.197629,1.8,0.441,3,0.782,3,0.469601,0.807099029,0.950547637
14,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,2,0.034777507,0.067217,0.932783,,3.862426132,0.180051,0.219588,2,0.427,3,0.774,3,0.45777,0.801564317,0.945751906
15,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,2.5,0.043097181,0.082633,0.917367,,4.787473117,0.215369,0.274485,2.5,0.398,3,0.756,3,0.43385,0.789563371,0.934168921
16,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,3,0.051274658,0.097547,0.902453,,5.69731182,0.247771,0.329383,3,0.374,3,0.74,3,0.414426,0.779316429,0.923127424
17,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,3.5,0.059313554,0.111984,0.888016,,6.592488051,0.277603,0.38428,3.5,0.355,3,0.727,3,0.399768,0.771941229,0.91239707
18,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,4,0.067217362,0.125967,0.874033,,7.473497309,0.305158,0.439177,4,0.338,3,0.716,3,0.386713,0.766445239,0.901953782
19,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,4.5,0.074989458,0.139516,0.860484,,8.340711737,0.330689,0.494074,4.5,0.324,3,0.706,3,0.376533,0.761804898,0.891839585
20,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,5,0.082633107,0.152652,0.847348,,9.194628496,0.35441,0.548971,5,0.311,3,0.699,3,0.367028,0.760227638,0.881679207
21,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,5.5,0.090151468,0.165392,0.834608,,10.03554346,0.376507,0.603869,5.5,0.301,3,0.693,3,0.360649,0.759597466,0.871682523
22,915,NaBF4,109.7944,1,1,Na,BF4,2,1,-1,298.15,Water,18.01528,6,0.097547596,0.177755,0.822245,,10.86393744,0.397142,0.658766,6,0.291,3,0.689,3,0.353909,0.761048326,0.861612194
0,916,KPtF6,348.1727,1,1,K,PtF6,2,1,-1,298.15,Water,18.01528,0.1,0.001798288,0.00359,0.99641,,0.199633839,0.033645,0.034817,0.1,0.693,3,0.879,3,0.695497,0.880588253,0.99683801
1,916,KPtF6,348.1727,1,1,K,PtF6,2,1,-1,298.15,Water,18.01528,0.2,0.003590121,0.007154,0.992846,,0.398534609,0.065101,0.069634,0.2,0.598,3,0.83,3,0.602309,0.833041706,0.994036851
2,916,KPtF6,348.1727,1,1,K,PtF6,2,1,-1,298.15,Water,18.01528,0.3,0.005375531,0.010693,0.989307,,0.596747926,0.094573,0.104451,0.3,0.534,3,0.793,3,0.539772,0.797352257,0.991464635
3,916,KPtF6,348.1727,1,1,K,PtF6,2,1,-1,298.15,Water,18.01528,0.4,0.007154555,0.014207,0.985793,,0.794263845,0.122244,0.139269,0.4,0.485,3,0.762,3,0.49199,0.767495131,0.989078082
4,916,KPtF6,348.1727,1,1,K,PtF6,2,1,-1,298.15,Water,18.01528,0.5,0.008927227,0.017696,0.982304,,0.991072369,0.148273,0.174086,0.5,0.446,3,0.734,3,0.454035,0.740599839,0.98686404
0,917,NH4Br,97.9425,1,1,NH4,Br,2,1,-1,298.15,Water,18.01528,0.1,0.001798288,0.00359,0.99641,,0.199633839,0.009699,0.009794,0.1,0.768,3,0.927,3,0.770767,0.928691116,0.996665572
1,917,NH4Br,97.9425,1,1,NH4,Br,2,1,-1,298.15,Water,18.01528,0.2,0.003590121,0.007154,0.992846,,0.398534609,0.019212,0.019588,0.2,0.717,3,0.914,3,0.722167,0.917306918,0.99343564
2,917,NH4Br,97.9425,1,1,NH4,Br,2,1,-1,298.15,Water,18.01528,0.3,0.005375531,0.010693,0.989307,,0.596747926,0.028544,0.029382,0.3,0.688,3,0.908,3,0.695437,0.912973915,0.99023301
3,917,NH4Br,97.9425,1,1,NH4,Br,2,1,-1,298.15,Water,18.01528,0.4,0.007154555,0.014207,0.985793,,0.794263845,0.0377,0.039176,0.4,0.668,3,0.905,3,0.677627,0.911531505,0.987041691
4,917,NH4Br,97.9425,1,1,NH4,Br,2,1,-1,298.15,Water,18.01528,0.5,0.008927227,0.017696,0.982304,,0.991072369,0.046685,0.048971,0.5,0.653,3,0.904,3,0.664764,0.912153745,0.9838459
5,917,NH4Br,97.9425,1,1,NH4,Br,2,1,-1,298.15,Water,18.01528,0.6,0.010693579,0.02116,0.97884,,1.187163446,0.055503,0.058765,0.6,0.641,3,0.903,3,0.654857,0.912747242,0.980668301
6,917,NH4Br,97.9425,1,1,NH4,Br,2,1,-1,298.15,Water,18.01528,0.7,0.012453647,0.0246,0.9754,,1.382583879,0.06416,0.068559,0.7,0.632,3,0.903,3,0.64794,0.914378236,0.977482393
7,917,NH4Br,97.9425,1,1,NH4,Br,2,1,-1,298.15,Water,18.01528,0.8,0.014207463,0.028016,0.971984,,1.577324114,0.07266,0.078353,0.8,0.624,3,0.904,3,0.641986,0.916985469,0.974279554
8,917,NH4Br,97.9425,1,1,NH4,Br,2,1,-1,298.15,Water,18.01528,0.9,0.015955061,0.031408,0.968592,,1.771374544,0.081007,0.088148,0.9,0.617,3,0.905,3,0.637008,0.919628234,0.971079441
9,917,NH4Br,97.9425,1,1,NH4,Br,2,1,-1,298.15,Water,18.01528,1,0.017696473,0.034777,0.965223,,1.964783021,0.089205,0.097942,1,0.612,3,0.906,3,0.634051,0.922248073,0.967883065
10,917,NH4Br,97.9425,1,1,NH4,Br,2,1,-1,298.15,Water,18.01528,1.2,0.021160873,0.041444,0.958556,,2.349521827,0.10517,0.117531,1.2,0.604,3,0.909,3,0.630115,0.928526175,0.961460304
11,917,NH4Br,97.9425,1,1,NH4,Br,2,1,-1,298.15,Water,18.01528,1.4,0.024600922,0.04802,0.95198,,2.731639631,0.120584,0.137119,1.4,0.598,3,0.913,3,0.628165,0.935842869,0.954990391
12,917,NH4Br,97.9425,1,1,NH4,Br,2,1,-1,298.15,Water,18.01528,1.6,0.028016877,0.054506,0.945494,,3.111122156,0.135477,0.156708,1.6,0.593,3,0.917,3,0.627186,0.94319598,0.948509001
13,917,NH4Br,97.9425,1,1,NH4,Br,2,1,-1,298.15,Water,18.01528,1.8,0.031408989,0.060905,0.939095,,3.488074203,0.149874,0.176296,1.8,0.59,3,0.921,3,0.628264,0.950545815,0.942017902
14,917,NH4Br,97.9425,1,1,NH4,Br,2,1,-1,298.15,Water,18.01528,2,0.034777507,0.067217,0.932783,,3.862426132,0.163799,0.195885,2,0.587,3,0.925,3,0.6293,0.957953791,0.935516028
