Columna1,Solute_ID,Formula,Solute_Mol_Mass,Num_Cations,Num_Anions,Cation,Anion,Num_Particles,Cation_Charge,Anion_Charge,Temperature_K,Solvent_Name,Solvent_Mol_Mass,Molal,Salt_Mole_Fraction,Ion_Mole_Fraction,Solvent_Mole_Fraction,Molar,Logarithmic_Concentration,Weight_Percent,Mass_Ratio,Ionic_Strength,Molal_Activity_Coefficient,MAC_Num_Sig_Figs,Osmotic_Coefficient,OC_Num_Sig_Figs,Rational_Activity_Coefficient,Rational_Coefficient,Solvent_Activity
4,314,NaCl,58.44,1,1,Na,Cl,2,1,-1,298.15,Water,18.01528,0.5,0.008927227,0.017696,0.982304,,0.991072369,0.02839,0.029219,0.5,0.6852,4,0.9224,4,0.697544,0.930692545,0.983520301
5,314,NaCl,58.44,1,1,Na,Cl,2,1,-1,298.15,Water,18.01528,0.6,0.010693579,0.02116,0.97884,,1.187163446,0.033876,0.035064,0.6,0.6767,4,0.9242,4,0.691329,0.934208795,0.980218277
6,314,NaCl,58.44,1,1,Na,Cl,2,1,-1,298.15,Water,18.01528,0.7,0.012453647,0.0246,0.9754,,1.382583879,0.0393,0.040907,0.7,0.6707,4,0.9266,4,0.687616,0.938266493,0.976900964
7,314,NaCl,58.44,1,1,Na,Cl,2,1,-1,298.15,Water,18.01528,0.8,0.014207463,0.028016,0.971984,,1.577324114,0.044663,0.046751,0.8,0.6662,4,0.9295,4,0.685403,0.942851237,0.973563722
8,314,NaCl,58.44,1,1,Na,Cl,2,1,-1,298.15,Water,18.01528,0.9,0.015955061,0.031408,0.968592,,1.771374544,0.049967,0.052596,0.9,0.6628,4,0.9329,4,0.684293,0.947987642,0.970201012
9,314,NaCl,58.44,1,1,Na,Cl,2,1,-1,298.15,Water,18.01528,1,0.017696473,0.034777,0.965223,,1.964783021,0.055213,0.05844,1,0.6605,4,0.9363,4,0.684298,0.953070663,0.96682768
10,314,NaCl,58.44,1,1,Na,Cl,2,1,-1,298.15,Water,18.01528,1.2,0.021160873,0.041444,0.958556,,2.349521827,0.065532,0.070127,1.2,0.6509,4,0.9434,4,0.679043,0.963657171,0.960031675
11,314,NaCl,58.44,1,1,Na,Cl,2,1,-1,298.15,Water,18.01528,1.4,0.024600922,0.04802,0.95198,,2.731639631,0.075628,0.081816,1.4,0.6575,4,0.9509,4,0.690666,0.974695771,0.953166194
12,314,NaCl,58.44,1,1,Na,Cl,2,1,-1,298.15,Water,18.01528,1.6,0.028016877,0.054506,0.945494,,3.111122156,0.085508,0.093503,1.6,0.6589,4,0.9589,4,0.696885,0.986302092,0.946220169
13,314,NaCl,58.44,1,1,Na,Cl,2,1,-1,298.15,Water,18.01528,1.8,0.031408989,0.060905,0.939095,,3.488074203,0.095179,0.105191,1.8,0.6621,4,0.9681,4,0.705041,0.999162403,0.939144429
14,314,NaCl,58.44,1,1,Na,Cl,2,1,-1,298.15,Water,18.01528,2,0.034777507,0.067217,0.932783,,3.862426132,0.104648,0.11688,2,0.6673,4,0.9786,4,0.715386,1.013456102,0.931910033
15,314,NaCl,58.44,1,1,Na,Cl,2,1,-1,298.15,Water,18.01528,2.5,0.043097181,0.082633,0.917367,,4.787473117,0.127475,0.146099,2.5,0.6864,4,1.0096,5,0.748228,1.054416906,0.913071581
16,314,NaCl,58.44,1,1,Na,Cl,2,1,-1,298.15,Water,18.01528,3,0.051274658,0.097547,0.902453,,5.69731182,0.149167,0.175319,3,0.7129,4,1.0421,5,0.789959,1.097461634,0.893470465
17,314,NaCl,58.44,1,1,Na,Cl,2,1,-1,298.15,Water,18.01528,3.5,0.059313554,0.111984,0.888016,,6.592488051,0.169807,0.204539,3.5,0.7459,4,1.0783,5,0.839963,1.144953536,0.872859217
18,314,NaCl,58.44,1,1,Na,Cl,2,1,-1,298.15,Water,18.01528,4,0.067217362,0.125967,0.874033,,7.473497309,0.189469,0.23376,4,0.7854,4,1.1168,5,0.898594,1.195479881,0.851329529
19,314,NaCl,58.44,1,1,Na,Cl,2,1,-1,298.15,Water,18.01528,4.5,0.074989458,0.139516,0.860484,,8.340711737,0.208221,0.26298,4.5,0.8316,4,1.1578,5,0.966434,1.249319037,0.828844265
20,314,NaCl,58.44,1,1,Na,Cl,2,1,-1,298.15,Water,18.01528,5,0.082633107,0.152652,0.847348,,9.194628496,0.226125,0.2922,5,0.8839,4,1.2,5,1.043137,1.305107653,0.805587866
21,314,NaCl,58.44,1,1,Na,Cl,2,1,-1,298.15,Water,18.01528,5.5,0.090151468,0.165392,0.834608,,10.03554346,0.243238,0.32142,5.5,0.9423,4,1.2423,5,1.129034,1.361688944,0.781778364
22,314,NaCl,58.44,1,1,Na,Cl,2,1,-1,298.15,Water,18.01528,6,0.097547596,0.177755,0.822245,,10.86393744,0.25961,0.35064,6,1.0067,5,1.2861,5,1.224332,1.420587776,0.757271831
23,314,NaCl,58.44,1,1,Na,Cl,2,1,-1,298.15,Water,18.01528,6.14,0.099597013,0.181151,0.818849,,11.09367067,0.264068,0.358821,6.14,1.0266,5,1.2987,5,1.253712,1.437578051,0.750280607
0,315,KCl,74.551,1,1,K,Cl,2,1,-1,298.15,Water,18.01528,0.1,0.001798288,0.00359,0.99641,,0.199633839,0.007399,0.007455,0.1,0.77,4,0.9264,4,0.772774,0.928135014,0.996667565
1,315,KCl,74.551,1,1,K,Cl,2,1,-1,298.15,Water,18.01528,0.2,0.003590121,0.007154,0.992846,,0.398534609,0.014691,0.01491,0.2,0.7188,4,0.9131,4,0.72398,0.916471229,0.993441601
2,315,KCl,74.551,1,1,K,Cl,2,1,-1,298.15,Water,18.01528,0.3,0.005375531,0.010693,0.989307,,0.596747926,0.021876,0.022365,0.3,0.6882,4,0.9063,4,0.695639,0.911206569,0.990251825
3,315,KCl,74.551,1,1,K,Cl,2,1,-1,298.15,Water,18.01528,0.4,0.007154555,0.014207,0.985793,,0.794263845,0.028956,0.02982,0.4,0.6668,4,0.9023,4,0.67641,0.908805926,0.987080187
4,315,KCl,74.551,1,1,K,Cl,2,1,-1,298.15,Water,18.01528,0.5,0.008927227,0.017696,0.982304,,0.991072369,0.035935,0.037275,0.5,0.6507,4,0.9,4,0.662423,0.908121136,0.983916739
5,315,KCl,74.551,1,1,K,Cl,2,1,-1,298.15,Water,18.01528,0.6,0.010693579,0.02116,0.97884,,1.187163446,0.042815,0.04473,0.6,0.638,4,0.8987,4,0.651792,0.908398823,0.980759507
6,315,KCl,74.551,1,1,K,Cl,2,1,-1,298.15,Water,18.01528,0.7,0.012453647,0.0246,0.9754,,1.382583879,0.049597,0.052185,0.7,0.6278,4,0.898,4,0.643634,0.909319546,0.977605563
7,315,KCl,74.551,1,1,K,Cl,2,1,-1,298.15,Water,18.01528,0.8,0.014207463,0.028016,0.971984,,1.577324114,0.056283,0.05964,0.8,0.6192,4,0.898,4,0.637048,0.910897336,0.974448119
8,315,KCl,74.551,1,1,K,Cl,2,1,-1,298.15,Water,18.01528,0.9,0.015955061,0.031408,0.968592,,1.771374544,0.062877,0.067095,0.9,0.6119,4,0.8982,4,0.631742,0.912702898,0.971294074
9,315,KCl,74.551,1,1,K,Cl,2,1,-1,298.15,Water,18.01528,1,0.017696473,0.034777,0.965223,,1.964783021,0.069378,0.074551,1,0.6056,4,0.8985,4,0.62742,0.914591866,0.968145396
10,315,KCl,74.551,1,1,K,Cl,2,1,-1,298.15,Water,18.01528,1.2,0.021160873,0.041444,0.958556,,2.349521827,0.082115,0.089461,1.2,0.5958,4,0.8996,4,0.62156,0.918934255,0.961850736
11,315,KCl,74.551,1,1,K,Cl,2,1,-1,298.15,Water,18.01528,1.4,0.024600922,0.04802,0.95198,,2.731639631,0.094507,0.104371,1.4,0.5868,4,0.9008,4,0.6164,0.923345727,0.955577891
12,315,KCl,74.551,1,1,K,Cl,2,1,-1,298.15,Water,18.01528,1.6,0.028016877,0.054506,0.945494,,3.111122156,0.106569,0.119281,1.6,0.5801,4,0.9024,4,0.613542,0.928173072,0.949307982
13,315,KCl,74.551,1,1,K,Cl,2,1,-1,298.15,Water,18.01528,1.8,0.031408989,0.060905,0.939095,,3.488074203,0.118314,0.134191,1.8,0.5749,4,0.9048,4,0.612185,0.933836349,0.943007541
14,315,KCl,74.551,1,1,K,Cl,2,1,-1,298.15,Water,18.01528,2,0.034777507,0.067217,0.932783,,3.862426132,0.129755,0.149102,2,0.5712,4,0.9081,4,0.612361,0.940449437,0.936656181
15,315,KCl,74.551,1,1,K,Cl,2,1,-1,298.15,Water,18.01528,2.5,0.043097181,0.082633,0.917367,,4.787473117,0.157097,0.186377,2.5,0.5665,4,0.9194,4,0.617528,0.960211461,0.920520507
16,315,KCl,74.551,1,1,K,Cl,2,1,-1,298.15,Water,18.01528,3,0.051274658,0.097547,0.902453,,5.69731182,0.182774,0.223652,3,0.5665,4,0.933,4,0.627734,0.982573159,0.904068633
17,315,KCl,74.551,1,1,K,Cl,2,1,-1,298.15,Water,18.01528,3.5,0.059313554,0.111984,0.888016,,6.592488051,0.206933,0.260928,3.5,0.5698,4,0.9478,4,0.641656,1.006386381,0.887342711
18,315,KCl,74.551,1,1,K,Cl,2,1,-1,298.15,Water,18.01528,4,0.067217362,0.125967,0.874033,,7.473497309,0.229705,0.298204,4,0.5753,4,0.9635,4,0.658214,1.031379552,0.870348128
19,315,KCl,74.551,1,1,K,Cl,2,1,-1,298.15,Water,18.01528,4.5,0.074989458,0.139516,0.860484,,8.340711737,0.251205,0.335479,4.5,0.5828,4,0.9799,4,0.677294,1.057358764,0.853099578
20,315,KCl,74.551,1,1,K,Cl,2,1,-1,298.15,Water,18.01528,4.8,0.079590856,0.147446,0.852554,,8.854634994,0.263538,0.357844,4.8,0.5882,4,0.99,4,0.689927,1.073334783,0.842638701
0,316,H2SO4,98.079,1,1,H,HSO4,2,1,-1,298.15,Water,18.01528,0.1,0.001798288,0.00359,0.99641,,0.199633839,0.009712,0.009807,0.1,0.2654,4,0.6784,4,0.266356,0.679557212,0.997558984
1,316,H2SO4,98.079,1,1,H,HSO4,2,1,-1,298.15,Water,18.01528,0.2,0.003590121,0.007154,0.992846,,0.398534609,0.019238,0.019615,0.2,0.209,4,0.6675,4,0.210506,0.669943254,0.99520155
2,316,H2SO4,98.079,1,1,H,HSO4,2,1,-1,298.15,Water,18.01528,0.3,0.005375531,0.010693,0.989307,,0.596747926,0.028582,0.029423,0.3,0.1828,4,0.6685,4,0.184776,0.672149721,0.992800045
3,316,H2SO4,98.079,1,1,H,HSO4,2,1,-1,298.15,Water,18.01528,0.4,0.007154555,0.014207,0.985793,,0.794263845,0.03775,0.039231,0.4,0.1669,4,0.6723,4,0.169305,0.677131699,0.990357787
4,316,H2SO4,98.079,1,1,H,HSO4,2,1,-1,298.15,Water,18.01528,0.5,0.008927227,0.017696,0.982304,,0.991072369,0.046747,0.049039,0.5,0.156,4,0.6773,4,0.15881,0.683415203,0.987872143
5,316,H2SO4,98.079,1,1,H,HSO4,2,1,-1,298.15,Water,18.01528,0.6,0.010693579,0.02116,0.97884,,1.187163446,0.055576,0.058847,0.6,0.1479,4,0.6824,4,0.151097,0.68976217,0.985356278
6,316,H2SO4,98.079,1,1,H,HSO4,2,1,-1,298.15,Water,18.01528,0.7,0.012453647,0.0246,0.9754,,1.382583879,0.064244,0.068655,0.7,0.1419,4,0.6895,4,0.145479,0.698179474,0.982760333
7,316,H2SO4,98.079,1,1,H,HSO4,2,1,-1,298.15,Water,18.01528,0.8,0.014207463,0.028016,0.971984,,1.577324114,0.072754,0.078463,0.8,0.1374,4,0.698,4,0.14136,0.708018216,0.980082037
8,316,H2SO4,98.079,1,1,H,HSO4,2,1,-1,298.15,Water,18.01528,0.9,0.015955061,0.031408,0.968592,,1.771374544,0.081111,0.088271,0.9,0.1339,4,0.7075,4,0.138242,0.718918832,0.977319167
9,316,H2SO4,98.079,1,1,H,HSO4,2,1,-1,298.15,Water,18.01528,1,0.017696473,0.034777,0.965223,,1.964783021,0.089318,0.098078,1,0.1313,4,0.7176,4,0.136031,0.730475621,0.974475404
10,316,H2SO4,98.079,1,1,H,HSO4,2,1,-1,298.15,Water,18.01528,1.2,0.021160873,0.041444,0.958556,,2.349521827,0.105301,0.117694,1.2,0.1277,4,0.7396,4,0.133221,0.755493614,0.968527889
11,316,H2SO4,98.079,1,1,H,HSO4,2,1,-1,298.15,Water,18.01528,1.4,0.024600922,0.04802,0.95198,,2.731639631,0.120732,0.13731,1.4,0.1258,4,0.7634,4,0.132146,0.782503956,0.962224007
12,316,H2SO4,98.079,1,1,H,HSO4,2,1,-1,298.15,Water,18.01528,1.6,0.028016877,0.054506,0.945494,,3.111122156,0.13564,0.156926,1.6,0.1252,4,0.7888,4,0.132418,0.811326249,0.955545402
13,316,H2SO4,98.079,1,1,H,HSO4,2,1,-1,298.15,Water,18.01528,1.8,0.031408989,0.060905,0.939095,,3.488074203,0.150051,0.176542,1.8,0.1257,4,0.8154,4,0.133852,0.84156827,0.948490979
14,316,H2SO4,98.079,1,1,H,HSO4,2,1,-1,298.15,Water,18.01528,2,0.034777507,0.067217,0.932783,,3.862426132,0.16399,0.196157,2,0.1269,4,0.8431,4,0.136045,0.873133843,0.94105377
15,316,H2SO4,98.079,1,1,H,HSO4,2,1,-1,298.15,Water,18.01528,2.5,0.043097181,0.082633,0.917367,,4.787473117,0.196914,0.245197,2.5,0.1327,4,0.9152,4,0.144653,0.955828734,0.92086853
16,316,H2SO4,98.079,1,1,H,HSO4,2,1,-1,298.15,Water,18.01528,3,0.051274658,0.097547,0.902453,,5.69731182,0.227343,0.294236,3,0.1421,4,0.9922,4,0.15746,1.044918084,0.898301968
17,316,H2SO4,98.079,1,1,H,HSO4,2,1,-1,298.15,Water,18.01528,3.5,0.059313554,0.111984,0.888016,,6.592488051,0.255551,0.343276,3.5,0.155,4,1.074,5,0.174547,1.140389922,0.873332435
18,316,H2SO4,98.079,1,1,H,HSO4,2,1,-1,298.15,Water,18.01528,4,0.067217362,0.125967,0.874033,,7.473497309,0.281772,0.392316,4,0.1716,4,1.1606,5,0.196331,1.242361445,0.84597286
0,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,0.1,0.001798288,0.00359,0.99641,,0.199633839,0.016039,0.016301,0.1,0.778,3,0.9321,4,0.780803,0.933696038,0.996647632
1,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,0.2,0.003590121,0.007154,0.992846,,0.398534609,0.031572,0.032602,0.2,0.732,3,0.9321,4,0.737275,0.935552773,0.993305509
2,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,0.3,0.005375531,0.010693,0.989307,,0.596747926,0.046622,0.048902,0.3,0.709,3,0.9212,4,0.716664,0.926182504,0.990092407
3,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,0.4,0.007154555,0.014207,0.985793,,0.794263845,0.061212,0.065203,0.4,0.694,3,0.9228,4,0.704002,0.929492373,0.986788054
4,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,0.5,0.008927227,0.017696,0.982304,,0.991072369,0.075362,0.081504,0.5,0.685,3,0.9268,4,0.69734,0.935173221,0.983441622
5,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,0.6,0.010693579,0.02116,0.97884,,1.187163446,0.089092,0.097805,0.6,0.68,3,0.9325,4,0.6947,0.942578334,0.980042834
6,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,0.7,0.012453647,0.0246,0.9754,,1.382583879,0.10242,0.114107,0.7,0.678,3,0.9396,4,0.6951,0.951435145,0.976580593
7,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,0.8,0.014207463,0.028016,0.971984,,1.577324114,0.115363,0.130408,0.8,0.679,3,0.9477,4,0.698572,0.961326786,0.973052735
8,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,0.9,0.015955061,0.031408,0.968592,,1.771374544,0.127939,0.146708,0.9,0.681,3,0.9566,4,0.703083,0.972053969,0.969456184
9,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,1,0.017696473,0.034777,0.965223,,1.964783021,0.140162,0.163009,1,0.685,3,0.9663,4,0.709681,0.983610737,0.965783104
10,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,1.2,0.021160873,0.041444,0.958556,,2.349521827,0.163608,0.195612,1.2,0.696,3,0.9874,4,0.726093,1.008616342,0.958206472
11,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,1.4,0.024600922,0.04802,0.95198,,2.731639631,0.185809,0.228213,1.4,0.712,3,1.01,4,0.747915,1.035271347,0.950329037
12,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,1.6,0.028016877,0.054506,0.945494,,3.111122156,0.206862,0.260815,1.6,0.731,3,1.033,4,0.773141,1.06250499,0.942187481
13,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,1.8,0.031408989,0.060905,0.939095,,3.488074203,0.226854,0.293417,1.8,0.752,3,1.057,4,0.800771,1.090921242,0.933744904
14,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,2,0.034777507,0.067217,0.932783,,3.862426132,0.245863,0.326019,2,0.776,3,1.081,4,0.831919,1.119502594,0.925058778
15,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,2.5,0.043097181,0.082633,0.917367,,4.787473117,0.289533,0.407524,2.5,0.842,3,1.138,4,0.917844,1.188519082,0.902571832
16,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,3,0.051274658,0.097547,0.902453,,5.69731182,0.328421,0.489029,3,0.918,3,1.195,4,1.017228,1.258492563,0.878824553
17,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,3.5,0.059313554,0.111984,0.888016,,6.592488051,0.363274,0.570534,3.5,1.009,4,1.254,4,1.136242,1.33151442,0.853731959
18,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,4,0.067217362,0.125967,0.874033,,7.473497309,0.394687,0.65204,4,1.126,4,1.326,4,1.288282,1.419415108,0.826045023
19,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,4.5,0.074989458,0.139516,0.860484,,8.340711737,0.423147,0.733544,4.5,1.296,4,1.423,4,1.50613,1.535482529,0.793960156
20,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,5,0.082633107,0.152652,0.847348,,9.194628496,0.449051,0.81505,5,1.57,4,1.564,4,1.85284,1.700993266,0.754455486
21,327,HTO4,163.01,1,1,H,TcO4,2,1,-1,298.15,Water,18.01528,5.5,0.090151468,0.165392,0.834608,,10.03554346,0.472728,0.896555,5.5,2.057,4,1.771,4,2.464632,1.941202129,0.70401473
0,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,0.1,0.001798288,0.00359,0.99641,,0.199633839,0.024505,0.02512,0.1,0.779,3,0.9329,4,0.781807,0.934530192,0.996644642
1,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,0.2,0.003590121,0.007154,0.992846,,0.398534609,0.047838,0.050241,0.2,0.735,3,0.9329,4,0.740296,0.936388461,0.993299549
2,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,0.3,0.005375531,0.010693,0.989307,,0.596747926,0.070081,0.075362,0.3,0.709,3,0.9212,4,0.716664,0.926182504,0.990092407
3,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,0.4,0.007154555,0.014207,0.985793,,0.794263845,0.091308,0.100484,0.4,0.694,3,0.9214,4,0.704002,0.928024753,0.986808777
4,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,0.5,0.008927227,0.017696,0.982304,,0.991072369,0.111588,0.125605,0.5,0.683,3,0.9234,4,0.695304,0.931700697,0.983502598
5,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,0.6,0.010693579,0.02116,0.97884,,1.187163446,0.130983,0.150725,0.6,0.676,3,0.9267,4,0.690614,0.936733684,0.980165347
6,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,0.7,0.012453647,0.0246,0.9754,,1.382583879,0.149549,0.175847,0.7,0.672,3,0.931,4,0.688949,0.942722958,0.976792534
7,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,0.8,0.014207463,0.028016,0.971984,,1.577324114,0.167338,0.200968,0.8,0.669,3,0.9361,4,0.688284,0.949572818,0.973377789
8,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,0.9,0.015955061,0.031408,0.968592,,1.771374544,0.184398,0.226089,0.9,0.669,3,0.9421,4,0.690694,0.957325878,0.969911935
9,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,1,0.017696473,0.034777,0.965223,,1.964783021,0.200773,0.25121,1,0.669,3,0.9487,4,0.693104,0.965699167,0.966395605
10,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,1.2,0.021160873,0.041444,0.958556,,2.349521827,0.231627,0.301452,1.2,0.674,3,0.9636,4,0.703142,0.984305787,0.959192974
11,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,1.4,0.024600922,0.04802,0.95198,,2.731639631,0.260187,0.351694,1.4,0.682,3,0.9808,4,0.716402,1.005339169,0.951729903
12,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,1.6,0.028016877,0.054506,0.945494,,3.111122156,0.2867,0.401936,1.6,0.695,3,0.9998,4,0.735066,1.028355529,0.943992555
13,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,1.8,0.031408989,0.060905,0.939095,,3.488074203,0.311379,0.452178,1.8,0.71,3,1.02,4,0.756047,1.052728177,0.935988583
14,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,2,0.034777507,0.067217,0.932783,,3.862426132,0.334407,0.50242,2,0.728,3,1.043,4,0.78046,1.080153726,0.927595059
15,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,2.5,0.043097181,0.082633,0.917367,,4.787473117,0.385758,0.628025,2.5,0.787,3,1.104,4,0.85789,1.153005078,0.905340648
16,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,3,0.051274658,0.097547,0.902453,,5.69731182,0.429754,0.753629,3,0.863,3,1.172,4,0.956283,1.234261929,0.881012909
17,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,3.5,0.059313554,0.111984,0.888016,,6.592488051,0.467868,0.879234,3.5,0.958,3,1.245,4,1.07881,1.321957774,0.854701495
18,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,4,0.067217362,0.125967,0.874033,,7.473497309,0.501207,1.004839,4,1.074,4,1.321,4,1.228787,1.414059974,0.826640816
19,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,4.5,0.074989458,0.139516,0.860484,,8.340711737,0.530614,1.130445,4.5,1.212,4,1.4,4,1.408511,1.510665588,0.796926361
20,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,5,0.082633107,0.152652,0.847348,,9.194628496,0.556747,1.25605,5,1.375,4,1.479,4,1.62271,1.608547914,0.766097372
21,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,5.5,0.090151468,0.165392,0.834608,,10.03554346,0.580123,1.381654,5.5,1.565,4,1.559,4,1.875133,1.708826037,0.734221885
22,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,6,0.097547596,0.177755,0.822245,,10.86393744,0.601158,1.507259,6,1.784,4,1.639,4,2.169671,1.810395758,0.701646895
23,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,7,0.111984886,0.201414,0.798586,,12.48454729,0.63748,1.758469,7,2.327,4,1.794,4,2.913902,2.011767991,0.636053881
24,328,HReO4,251.21,1,1,H,ReO4,2,1,-1,298.15,Water,18.01528,8,0.125967519,0.223749,0.776251,,14.05914077,0.667738,2.009679,8,3.034,4,1.943,4,3.908534,2.211230341,0.571175364
0,329,KPF6,184.0625,1,1,K,PF6,2,1,-1,298.15,Water,18.01528,0.1,0.001798288,0.00359,0.99641,,0.199633839,0.018073,0.018406,0.1,0.693,3,0.878,3,0.695497,0.879476048,0.996841997
1,329,KPF6,184.0625,1,1,K,PF6,2,1,-1,298.15,Water,18.01528,0.2,0.003590121,0.007154,0.992846,,0.398534609,0.035505,0.036812,0.2,0.597,3,0.829,3,0.601302,0.832066736,0.994043809
2,329,KPF6,184.0625,1,1,K,PF6,2,1,-1,298.15,Water,18.01528,0.3,0.005375531,0.010693,0.989307,,0.596747926,0.052329,0.055218,0.3,0.535,3,0.795,3,0.540783,0.79930564,0.991443814
3,329,KPF6,184.0625,1,1,K,PF6,2,1,-1,298.15,Water,18.01528,0.4,0.007154555,0.014207,0.985793,,0.794263845,0.068576,0.073624,0.4,0.486,3,0.763,3,0.493004,0.76854343,0.989063246
4,329,KPF6,184.0625,1,1,K,PF6,2,1,-1,298.15,Water,18.01528,0.5,0.008927227,0.017696,0.982304,,0.991072369,0.084275,0.092031,0.5,0.447,3,0.735,3,0.455053,0.741607991,0.986846276
0,330,(NH4)2HPO4,132.06,2,1,NH4,HPO4,3,1,-2,298.15,Water,18.01528,0.001,1.80E-05,5.40E-05,0.999946,,0.002997536,0.000132,0.000132,0.003,0.8823,4,0.9588,4,0.882348,0.962936963,0.999948001
1,330,(NH4)2HPO4,132.06,2,1,NH4,HPO4,3,1,-2,298.15,Water,18.01528,0.002,3.60E-05,0.000108,0.999892,,0.005995235,0.000264,0.000264,0.006,0.8394,4,0.9428,4,0.839491,0.944393444,0.999898005
2,330,(NH4)2HPO4,132.06,2,1,NH4,HPO4,3,1,-2,298.15,Water,18.01528,0.003,5.40E-05,0.000162,0.999838,,0.008993095,0.000396,0.000396,0.009,0.8085,4,0.9309,4,0.808631,0.932023263,0.999849011
3,330,(NH4)2HPO4,132.06,2,1,NH4,HPO4,3,1,-2,298.15,Water,18.01528,0.004,7.21E-05,0.000216,0.999784,,0.011991117,0.000527,0.000528,0.012,0.7838,4,0.9211,4,0.783969,0.921196793,0.99980102
4,330,(NH4)2HPO4,132.06,2,1,NH4,HPO4,3,1,-2,298.15,Water,18.01528,0.005,9.01E-05,0.00027,0.99973,,0.014989301,0.000659,0.00066,0.015,0.7629,4,0.9126,4,0.763106,0.914691309,0.999753031
5,330,(NH4)2HPO4,132.06,2,1,NH4,HPO4,3,1,-2,298.15,Water,18.01528,0.006,0.00010808,0.000324,0.999676,,0.017987647,0.000791,0.000792,0.018,0.7447,4,0.9051,4,0.744941,0.907260399,0.999706043
6,330,(NH4)2HPO4,132.06,2,1,NH4,HPO4,3,1,-2,298.15,Water,18.01528,0.007,0.000126091,0.000378,0.999622,,0.020986155,0.000923,0.000924,0.021,0.7285,4,0.8983,4,0.728776,0.899300889,0.999660058
7,330,(NH4)2HPO4,132.06,2,1,NH4,HPO4,3,1,-2,298.15,Water,18.01528,0.008,0.000144101,0.000432,0.999568,,0.023984825,0.001055,0.001056,0.024,0.7139,4,0.892,4,0.714209,0.893325505,0.999614074
